episode,frame_id,E_obs_cm,E_prior_cm,E_obs_hat_cm,E_prior_hat_cm,e_obs_hat_norm,e_prior_hat_norm,p_obs_risk,p_prior_risk,delta_E_gt_cm,delta_E_hat_cm,selected_mode,policy_variant,policy_version,fusion_alpha,forced_streak_reset,motion_history_reset,restart_zero_velocity_prior,output_uncertain,both_candidates_bad,local_candidate_oracle_cm,is_blackout,recovery_attempted,sam2_cache_hit,quality_wall_ms,transition_wall_ms,policy_wall_ms,error_b1_obs_cm,error_b2_cm,error_b3_cm,error_b4_cm,error_b5_ours_cm,error_b6_oracle_cm
cracker_box_yalehand0_black10,0,1.0682120052359811,1.0682120052359811,13.074109832034836,13.074109832034836,0.46975885335537826,0.46975885335537826,0.9983669025585193,0.9983669025585193,0.0,0.0,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.5,0,0,0,True,1,1.0682120052359811,0,0,0,11.62412716075778,4.593060351908207,16.217187512665987,1.0682120052359811,1.0682120052359811,1.0682120052359811,1.0682120052359811,1.0682120052359811,1.0682120052359811
cracker_box_yalehand0_black10,1,1.8532698322086496,1.8532698322086496,16.378635613967635,16.378635613967635,0.5884920032330425,0.5884920032330425,0.9983669025585193,0.9983669025585193,0.0,0.0,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.5,0,0,0,True,1,1.8532698322086496,0,0,0,10.80927299335599,0.7438859902322292,11.553158983588219,1.8532698322086496,1.8532698322086545,1.8532698322086496,1.8532698322086545,1.8532698322086545,1.8532698322086496
cracker_box_yalehand0_black10,2,2.6168047545782,2.6902113571503143,16.859805187285783,19.027619606717604,0.605780650026998,0.6836712314158995,0.9983669025585193,0.9983669025585193,0.07340660257211429,2.1678144194318207,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.4698138416794254,0,0,0,True,1,2.6168047545782,0,0,0,10.584003757685423,0.730099156498909,11.314102914184332,2.6168047545782,2.6495121093576017,2.6902113571503055,2.6168202102312708,2.647340836294856,2.6168047545782
cracker_box_yalehand0_black10,3,3.411271224166458,3.3961424978720975,18.69749117059206,19.500294760629973,0.671809563003542,0.7006546697657434,0.9983669025585193,0.9983669025585193,-0.015128726294360462,0.8028035900379145,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.4894969898114628,0,0,0,True,1,3.3961424978720975,0,0,0,10.615197941660881,0.7773688994348049,11.392566841095686,3.411271224166458,3.3996791188366395,3.4675794803783444,3.411305001296003,3.3987649457821547,3.365984323456862
cracker_box_yalehand0_black10,4,4.413616565911319,4.341954142982572,21.662511652555185,21.02985888847838,0.7783441293852158,0.7556126210192213,0.9983669025585193,0.9983669025585193,-0.07166242292874703,-0.6326527640768056,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,4.341954142982572,0,0,0,10.707376059144735,2.3117726668715477,13.019148726016283,4.413616565911319,4.373957186404938,4.333558886795036,4.4136950603297915,4.367291508101599,4.2817325158943005
cracker_box_yalehand0_black10,5,5.466442659588775,5.47054999762176,22.557079396432176,22.40525810959876,0.810486364918735,0.8050313553973177,0.9983669025585193,0.9983669025585193,0.0041073380329850195,-0.15182128683341745,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,5.466442659588775,0,0,0,10.848411824554205,0.8344799280166626,11.682891752570868,5.466442659588775,5.4736665568689205,5.371448066024838,5.466568349457032,5.4665949882499465,5.291488846941221
cracker_box_yalehand0_black10,6,6.227988423333377,6.568558443074685,22.55831140529331,23.298039713922687,0.8105306315707186,0.8371094141050983,0.9983669025585193,0.9983669025585193,0.34057001974130774,0.7397283086293776,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.49193780356782196,0,0,0,True,1,6.227988423333377,0,0,0,11.107584927231073,0.7982472889125347,11.905832216143608,6.227988423333377,6.396786956053161,6.574933949887794,6.297148312296712,6.394352409002055,6.227988423333377
cracker_box_yalehand0_black10,7,6.890921201078931,7.308811667157087,23.68765543232105,23.078482519769786,0.8511084882658178,0.8292206218969684,0.9983669025585193,0.9983669025585193,0.4178904660781564,-0.6091729125512657,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,6.890921201078931,0,0,0,11.029005981981754,0.8011693134903908,11.830175295472145,6.890921201078931,7.0968564138928265,7.886141493590677,6.89111276010481,7.139278350675441,6.890921201078931
cracker_box_yalehand0_black10,8,7.493026229376393,7.87941102860856,24.029858021197025,24.689217640229227,0.863403986608025,0.8870950847068391,0.9983669025585193,0.9983669025585193,0.3863847992321672,0.6593596190322017,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.4932358214627156,0,0,0,True,1,7.493026229376393,0,0,0,11.023684404790401,0.8806837722659111,11.904368177056313,7.493026229376393,7.643581959944061,9.26120345305803,7.493267092323245,7.675916272687649,7.493026229376393
cracker_box_yalehand0_black10,9,8.209867225274085,8.227907772614927,24.71224915315045,26.397883920649207,0.8879226176891919,0.9484882596892281,0.9983669025585193,1.0,0.01804054734084204,1.6856347674987582,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.4835162294114728,0,0,0,True,1,8.209867225274085,0,0,0,11.256238911300898,0.8629607036709785,12.119199614971876,8.209867225274085,8.212868047043246,10.670520931200741,8.210103848275176,8.221376032578863,8.101635337689594
cracker_box_yalehand0_black10,10,8.981670937727436,8.824023781597003,25.273229707693286,24.79278270892244,0.9080789101972297,0.8908162258431778,1.0,0.9983669025585193,-0.15764715613043379,-0.4804469987708444,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,8.824023781597003,0,0,0,11.763880960643291,0.923078041523695,12.686959002166986,8.981670937727436,8.908465742487756,12.077031170968148,8.98187935080837,8.886332403724293,8.722970104197055
cracker_box_yalehand0_black10,11,9.743482418181593,9.596378988257172,27.433688951502067,24.727496399896236,0.9857052167015468,0.8884704583636351,1.0,0.9983669025585193,-0.14710342992442094,-2.706192551605831,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,9.596378988257172,0,0,0,10.983927175402641,0.7974389009177685,11.78136607632041,9.743482418181593,9.701080834193785,13.421713799805088,9.76215405967115,9.65765574267967,9.332114730843875
cracker_box_yalehand0_black10,12,10.604192003312683,10.479223005782192,28.422184655620864,26.731623871016204,1.0212223275778665,0.9604796914897427,1.0,1.0,-0.12496899753049107,-1.69056078460466,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,10.479223005782192,0,0,0,11.134616099298,1.1723940260708332,12.307010125368834,10.604192003312683,10.570461271482191,14.731390122351257,10.604502242382358,10.528534844305357,9.954710740333601
cracker_box_yalehand0_black10,13,11.529203469366903,11.416523880117955,30.05197422214412,29.51619121723057,1.0797814255062466,1.0605304926879533,1.0,1.0,-0.11267958924894828,-0.5357830049135508,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,11.416523880117955,0,0,0,13.10536777600646,1.1732219718396664,14.278589747846127,11.529203469366903,11.48999767718186,15.945586062484058,11.529561267225379,11.460444449665921,10.572380910181108
cracker_box_yalehand0_black10,14,12.848582048723815,12.416454543695504,27.98773809872576,31.1851664088148,1.0056124605174586,1.1204975483689563,1.0,1.0,-0.4321275050283102,3.197428310089041,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.4729914561830488,0,0,0,True,1,12.416454543695504,0,0,0,10.939395055174828,1.0397527366876602,11.979147791862488,12.848582048723815,12.641594488027957,17.103557276200696,12.84893469332769,12.646095058244825,11.207284556885936
cracker_box_yalehand0_black10,15,13.635509453182662,13.888293032104137,26.415752465969156,30.283109366559213,0.9491302848418746,1.0880862188578,1.0,1.0,0.2527835789214752,3.8673569005900568,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.46590766479051493,0,0,0,True,1,13.635509453182662,0,0,0,11.37252477928996,1.7963596619665623,13.168884441256523,13.635509453182662,13.734594519037739,18.15415237675082,13.683696628292275,13.747768395968398,11.857274334427085
cracker_box_yalehand0_black10,16,14.437037798823656,14.8718683937624,30.52409253885075,26.738242784224724,1.0967448564360338,0.9607175121229818,1.0,1.0,0.43483059493874343,-3.7858497546260246,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,14.437037798823656,0,0,0,11.440570931881666,0.8053332567214966,12.245904188603163,14.437037798823656,14.648549948636013,19.1164337539342,14.437271129636192,14.702747004348158,12.503537654303617
cracker_box_yalehand0_black10,17,15.24281033733888,15.697579256088034,35.28464325628235,28.585561933988078,1.2677936601474171,1.0270925492553724,1.0,1.0,0.4547689187491528,-6.699081322294273,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,15.24281033733888,0,0,0,11.295747011899948,0.8894386701285839,12.185185682028532,15.24281033733888,15.418461599588914,19.999926703089002,15.241345084720178,15.512873398198366,13.176551737863775
cracker_box_yalehand0_black10,18,16.03937641129926,16.35108895349609,34.82872345558832,34.494589722194036,1.2514122494397246,1.239406668831701,1.0,1.0,0.3117125421968332,-0.33413373339428176,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,16.03937641129926,0,0,0,11.84493163600564,0.8509769104421139,12.695908546447754,16.03937641129926,16.13015668369681,20.825267771982432,16.03968601638569,16.227777047865942,13.873992870825793
cracker_box_yalehand0_black10,19,17.12868335349387,16.912320663990275,31.73795082921042,35.66527558282271,1.1403593499610993,1.281469956856159,1.0,1.0,-0.21636268950359394,3.9273247536122895,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.4708755798067876,0,0,0,True,1,16.912320663990275,0,0,0,10.883254930377007,0.8025597780942917,11.685814708471298,17.12868335349387,16.96022591638363,21.586242029656365,17.129073517771644,17.01941864882458,14.579891476125676
cracker_box_yalehand0_black10,20,18.121505301317324,17.795884510342574,35.38024579596806,34.28515421016583,1.2712287039092938,1.2318815533748,1.0,1.0,-0.3256207909747495,-1.0950915858022299,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,17.795884510342574,0,0,0,10.658827144652605,0.8090948686003685,11.467922013252974,18.121505301317324,17.948270333133802,22.278079737727925,18.16230550882114,17.92235464529174,15.298291109257276
cracker_box_yalehand0_black10,21,18.55167025626329,18.835722385406157,37.953303405961016,34.62251518633983,1.363679861809617,1.2440030903184502,1.0,1.0,0.2840521291428679,-3.3307882196211835,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,18.55167025626329,0,0,0,11.237617116421461,1.8382859416306019,13.075903058052063,18.55167025626329,18.743582615585503,22.941901318523794,18.71884724219205,18.71167998668483,16.047126758001085
cracker_box_yalehand0_black10,22,19.142901199767895,19.5176349321953,38.52359691964465,38.024060161814624,1.3841707732755442,1.3662221849906182,1.0,1.0,0.37473373242740493,-0.49953675783002893,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,19.142901199767895,0,0,0,11.370343621820211,0.8984869346022606,12.268830556422472,19.142901199767895,19.35549018677304,23.56348659337904,19.143211475582106,19.368299584951934,16.82076635437508
cracker_box_yalehand0_black10,23,19.852369116831706,20.04368888081994,39.26659512108094,41.722756726764274,1.4108670445808844,1.4991180746215074,1.0,1.0,0.1913197639882327,2.4561616056833344,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.4848402588734657,0,0,0,True,1,19.852369116831706,0,0,0,12.15209811925888,0.8111107163131237,12.963208835572004,19.852369116831706,19.91374484364795,24.151000236278524,19.802521429428506,19.941009086806574,17.60414845649664
cracker_box_yalehand0_black10,24,20.35630006376921,20.48597776095027,40.97695716428222,39.61613647734755,1.472321149109525,1.4234262282522467,1.0,1.0,0.1296776971810587,-1.360820686934666,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,20.35630006376921,0,0,0,11.74068171530962,0.9489608928561211,12.689642608165741,20.35630006376921,20.399700703575252,24.717798854995063,20.369328105395677,20.43478670195199,18.39070099973038
cracker_box_yalehand0_black10,25,21.13414248735462,20.966502978289732,42.38973494385394,41.50432664682545,1.5230829124956198,1.4912697801518549,1.0,1.0,-0.16763950906488745,-0.8854082970284907,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,20.966502978289732,0,0,0,11.514201760292053,1.0030237026512623,12.517225462943316,21.13414248735462,21.026284236964724,25.267078553221324,21.134533750083417,21.03346276949304,19.207063208584522
cracker_box_yalehand0_black10,26,21.85700757310202,21.602428542289076,43.92512171667663,43.902129722188974,1.5782500740939513,1.5774239610273157,1.0,1.0,-0.25457903081294475,-0.02299199448765421,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.5001308634824143,0,0,0,True,1,21.602428542289076,0,0,0,11.5117859095335,2.5279950350522995,14.0397809445858,21.85700757310202,21.737073609973688,25.78275304350014,21.8574232917843,21.728330434115552,20.01771812331915
cracker_box_yalehand0_black10,27,22.504763018307116,22.41256659616195,43.613743898019415,46.25840888249451,1.5670621240972098,1.6620861683018913,1.0,1.0,-0.0921964221451681,2.6446649844750922,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.4852897894717658,0,0,0,True,1,22.41256659616195,0,0,0,11.813494842499495,1.213644165545702,13.027139008045197,22.504763018307116,22.469619040770045,26.28106354336255,22.50523403537944,22.458183227420868,20.818283861894262
cracker_box_yalehand0_black10,28,23.162498866414783,23.15273044264789,45.99767736553897,46.33750271885189,1.6527179635053757,1.6649280466670004,1.0,1.0,-0.009768423766892909,0.33982535331291785,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.49816022580973585,0,0,0,True,1,23.15273044264789,0,0,0,11.932638008147478,0.976847019046545,12.909485027194023,23.162498866414783,23.165893628683087,26.760022297084912,23.1495633431586,23.15760320660283,21.612998672096108
cracker_box_yalehand0_black10,29,23.98599524936939,23.849146476740877,48.154014190215285,47.27732026249068,1.7301961495709326,1.6986961285735234,1.0,1.0,-0.13684877262851458,-0.8766939277246024,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,23.849146476740877,0,0,0,10.809109080582857,0.9734579361975193,11.782567016780376,23.98599524936939,23.910798120957793,27.20747299265207,23.986591256419715,23.8956933376232,22.390599584367912
cracker_box_yalehand0_black10,30,24.7564353279405,24.693095825541526,49.740683890159694,49.06414806113374,1.7872059306172345,1.7628976832963843,1.0,1.0,-0.0633395023989749,-0.6765358290259513,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,24.693095825541526,0,0,0,11.346440762281418,0.8582086302340031,12.204649392515421,24.7564353279405,24.736836051878523,27.65715149751941,24.78592315441796,24.715206927359073,23.19800518933538
cracker_box_yalehand0_black10,31,25.700021062689153,25.5518425829174,51.56960057400273,50.64137387917403,1.8529197585812227,1.8195681412689553,1.0,1.0,-0.14817847977175447,-0.9282266948286946,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,25.5518425829174,0,0,0,10.805348865687847,0.8159130811691284,11.621261946856976,25.700021062689153,25.629752412590907,28.041357984169657,25.70068258263062,25.60022403557544,23.94694517276515
cracker_box_yalehand0_black10,32,26.727069731988447,26.539017486346957,52.64701869944894,52.393518395952746,1.8916318934566525,1.882523509526465,1.0,1.0,-0.18805224564149015,-0.253500303496196,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,26.539017486346957,0,0,0,11.037527583539486,0.8504879660904408,11.888015549629927,26.727069731988447,26.638150455553085,28.410903451524145,26.70755645079696,26.601794463407973,24.704726749993576
cracker_box_yalehand0_black10,33,27.33614464359769,27.6032159608869,51.936206320762096,53.26300461901705,1.866092073747889,1.913764554339641,1.0,1.0,0.26707131728920785,1.3267982982549569,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.49369507580220146,0,0,0,True,1,27.33614464359769,0,0,0,10.972537100315094,0.7319757714867592,11.704512871801853,27.33614464359769,27.489151508683722,28.74236003498493,27.336894549554273,27.46694656356909,25.433307656175092
cracker_box_yalehand0_black10,34,28.406855558040444,28.33928338279546,53.001162681223384,53.35151223058388,1.9043564516054177,1.9169446740309244,1.0,1.0,-0.06757217524498316,0.35034954936049445,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.49835319761559554,0,0,0,True,1,28.33928338279546,0,0,0,11.305111926048994,0.8832099847495556,12.18832191079855,28.406855558040444,28.37495809270962,29.061067247805216,28.34790678601065,28.370053129377087,26.152136683140252
cracker_box_yalehand0_black10,35,29.17898148429935,29.267422429281563,52.47573475697068,52.93604332708452,1.8854775816564238,1.9020166828927088,1.0,1.0,0.08844094498221367,0.4603085701138383,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.4978170311718216,0,0,0,True,1,29.17898148429935,0,0,0,11.85616198927164,0.897218007594347,12.753379996865988,29.17898148429935,29.20248910288877,29.32434052356706,29.222195032041494,29.208702083547678,26.832195655131567
cracker_box_yalehand0_black10,36,30.300777500934693,30.03266503096908,52.30571098752681,52.13583317545121,1.8793685484600366,1.873264759579847,1.0,1.0,-0.26811246996561167,-0.1698778120755975,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,30.03266503096908,0,0,0,11.590924113988876,0.7811030372977257,12.372027151286602,30.300777500934693,30.159944757614937,29.518089557468034,30.301655008786906,30.138552886894747,27.440387973035236
cracker_box_yalehand0_black10,37,31.47694115620346,31.117364756790415,51.95020787381284,51.514877810838335,1.866595156067895,1.850953544222708,1.0,1.0,-0.35957639941304365,-0.4353300629745078,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,31.117364756790415,0,0,0,12.023826129734516,0.8314000442624092,12.855226173996925,31.47694115620346,31.321511971736903,29.67124623948516,31.477843291477164,31.259494010309965,28.049332869480025
cracker_box_yalehand0_black10,38,32.96936560162222,32.38651496435224,52.16397682731087,50.424584647712656,1.8742759740943857,1.8117788032490496,1.0,1.0,-0.5828506372699849,-1.7393921795982124,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,32.38651496435224,0,0,0,11.743276845663786,0.8264128118753433,12.56968965753913,32.96936560162222,32.72226442016096,29.736257619300037,32.86908041290072,32.611216471990105,28.598972961479006
cracker_box_yalehand0_black10,39,34.692604482475,33.997616472869545,49.75946734085734,46.56925794452248,1.7878808287460664,1.6732551198267636,1.0,1.0,-0.6949880096054528,-3.1902093963348648,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,33.997616472869545,0,0,0,11.241657193750143,1.1361702345311642,12.377827428281307,34.692604482475,34.424582187204116,29.714297638255864,34.69351900993749,34.270088949755085,29.10804993988405
cracker_box_yalehand0_black10,40,36.11568736540862,35.98348477583618,52.425564935769,47.88830158862464,1.8836749566224045,1.7206489720843665,1.0,1.0,-0.13220258957243658,-4.537263347144361,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,35.98348477583618,0,0,0,11.684898752719164,0.873055774718523,12.557954527437687,36.11568736540862,36.13110941135348,29.591723433947596,36.21804763373199,36.01962387841059,29.571115937579663
cracker_box_yalehand0_black10,41,37.52059355941873,37.77483541662707,51.69229268355529,50.545440618654936,1.8573281432008732,1.8161212145535568,1.0,1.0,0.254241857208342,-1.1468520649003509,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.1,1,0,0,True,1,37.52059355941873,0,0,0,11.22911088168621,0.8300538174808025,12.059164699167013,37.52059355941873,37.66693452995524,29.366502031104236,37.521587362730806,37.53937180169047,29.99175555696449
cracker_box_yalehand0_black10,42,38.919242843137894,39.11290165490479,51.22925639119457,54.392305340485,1.8406910336342754,1.9543408550458146,1.0,1.0,0.1936588117668947,3.1630489492904346,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.4850293345846008,0,0,0,True,1,38.919242843137894,0,0,0,10.593615006655455,1.9870833493769169,12.580698356032372,38.919242843137894,39.06759350586273,28.986749013256276,38.920243697120185,39.01203641224536,30.360535404512607
cracker_box_yalehand0_black10,43,40.055999327317984,40.476981477207424,54.12307218143257,56.18938521412606,1.9446671822905328,2.018910771596551,1.0,1.0,0.42098214988943994,2.0663130326934933,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.4906359693173268,0,0,0,True,1,40.055999327317984,0,0,0,12.708747759461403,0.9872512891888618,13.695999048650265,40.055999327317984,40.25826637654095,28.58062944433229,40.06168979877591,40.25867682688065,30.700197831920363
cracker_box_yalehand0_black10,44,41.466758346490806,41.52231655336172,54.13883996854166,56.7680984972951,1.9452337262225847,2.039704209300195,1.0,1.0,0.05555820687091284,2.6292585287534394,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.48814869244064096,0,0,0,True,1,41.466758346490806,0,0,0,10.991794057190418,0.901377759873867,11.893171817064285,41.466758346490806,41.444461397937985,28.05858042750336,41.37930868905563,41.465991080892245,30.987805120990718
cracker_box_yalehand0_black10,45,42.19039173295522,42.70924547180909,55.831381487449065,55.10176586437764,2.0060475310164034,1.9798321019824208,1.0,1.0,0.5188537388538705,-0.7296156230714246,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,42.19039173295522,0,0,0,10.851081926375628,0.7707476615905762,11.621829587966204,42.19039173295522,42.42159531106538,27.441379899099445,42.19133049978259,42.5012717028011,31.225302604098793
