episode,frame_id,E_obs_cm,E_prior_cm,E_obs_hat_cm,E_prior_hat_cm,e_obs_hat_norm,e_prior_hat_norm,p_obs_risk,p_prior_risk,delta_E_gt_cm,delta_E_hat_cm,selected_mode,policy_variant,policy_version,fusion_alpha,forced_streak_reset,motion_history_reset,restart_zero_velocity_prior,output_uncertain,both_candidates_bad,local_candidate_oracle_cm,is_blackout,recovery_attempted,sam2_cache_hit,quality_wall_ms,transition_wall_ms,policy_wall_ms,error_b1_obs_cm,error_b2_cm,error_b3_cm,error_b4_cm,error_b5_ours_cm,error_b6_oracle_cm
cracker_box_yalehand0_occ60,0,1.0681532330779226,1.0681532330779226,13.073506685588962,13.073506685588962,0.46973718202276293,0.46973718202276293,0.9983669025585193,0.9983669025585193,0.0,0.0,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.5,0,0,0,True,1,1.0681532330779226,0,0,0,12.210234999656677,12.326932977885008,24.537167977541685,1.0681532330779226,1.0681532330779226,1.0681532330779226,1.0681532330779226,1.0681532330779226,1.0681532330779226
cracker_box_yalehand0_occ60,1,1.8533804675296344,1.8533804675296344,16.375777316835574,16.375777316835574,0.5883893032863114,0.5883893032863114,0.9983669025585193,0.9983669025585193,0.0,0.0,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.5,0,0,0,True,1,1.8533804675296344,0,0,0,10.930075775831938,0.7672151550650597,11.697290930896997,1.8533804675296344,1.8533804675296341,1.8533804675296344,1.8533804675296333,1.8533804675296341,1.8533804675296344
cracker_box_yalehand0_occ60,2,2.6172620177146095,2.6904854016365625,16.804249712017302,19.087067152406206,0.6037845159348865,0.6858072094102898,0.9983669025585193,0.9983669025585193,0.07322338392195293,2.2828174403889037,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.46821590462684426,0,0,0,True,1,2.6172620177146095,0,0,0,11.398565955460072,1.0268320329487324,12.425397988408804,2.6172620177146095,2.64987978334943,2.6904854016365682,2.617277280084509,2.6475989565437796,2.6172620177146095
cracker_box_yalehand0_occ60,3,3.412357939012694,3.396541349666756,18.879767451754,19.466817692385085,0.6783588346505272,0.6994518231173326,0.9983669025585193,0.9983669025585193,-0.01581658934593788,0.5870502406310862,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.4923494593221471,0,0,0,True,1,3.396541349666756,0,0,0,10.950325056910515,0.7369578815996647,11.68728293851018,3.412357939012694,3.4004392177402867,3.4682716514809426,3.4123915595926833,3.399438336743389,3.3664607138760427
cracker_box_yalehand0_occ60,4,4.416894884021564,4.343352568809335,21.59418433472801,20.91678658500705,0.7758890970436106,0.7515498805108928,0.9983669025585193,0.9983669025585193,-0.07354231521222854,-0.67739774972096,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,4.343352568809335,0,0,0,10.714438743889332,0.760429073125124,11.474867817014456,4.416894884021564,4.376422443674618,4.3348751059429045,4.416972514096449,4.369373970029696,4.2816886992664385
cracker_box_yalehand0_occ60,5,5.5849824671965385,5.473158757167547,22.21155341213868,22.66665751106651,0.798071455431858,0.8144235575953134,0.9983669025585193,0.9983669025585193,-0.11182371002899139,0.4551040989278299,MODE_3_UNCERTAIN_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.4949318236788293,0,0,0,True,1,5.473158757167547,0,0,0,10.357154067605734,0.7355138659477234,11.092667933553457,5.5849824671965385,5.53594250085274,5.3732464141901675,5.58511691677693,5.528061026765542,5.291052595171866
cracker_box_yalehand0_occ60,6,6.450989594133179,6.687365620156224,23.277495528246988,22.90070247037351,0.8363712519487356,0.822832901950695,0.9983669025585193,0.9983669025585193,0.23637602602304497,-0.3767930578734777,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,6.450989594133179,0,0,0,10.493312031030655,0.7364898920059204,11.229801923036575,6.450989594133179,6.570178338425796,6.5771418043103695,6.451165986317566,6.5909256190996635,6.351961128143908
cracker_box_yalehand0_occ60,7,7.147695465619007,7.642618971059964,23.56071151367164,22.18498453534268,0.8465473341657452,0.7971168233185459,0.9983669025585193,0.9983669025585193,0.49492350544095665,-1.375726978328963,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,7.147695465619007,0,0,0,10.418218094855547,0.751148909330368,11.169367004185915,7.147695465619007,7.369459206921361,7.8883776508340535,7.147906165044154,7.438538475664942,7.147695465619007
cracker_box_yalehand0_occ60,8,7.815384718338045,8.283515408932024,25.513171672438112,24.287657129826535,0.9167001367035412,0.8726668286081054,1.0,0.9983669025585193,0.4681306905939788,-1.2255145426115774,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,7.815384718338045,0,0,0,10.682662948966026,1.0245377197861671,11.707200668752193,7.815384718338045,7.986714183274199,9.263261826881617,7.816352583262784,8.083926804598345,7.815384718338045
cracker_box_yalehand0_occ60,9,8.669766862588553,8.734763834258901,26.919180456671608,26.291030764962088,0.9672186869356008,0.9446489760563193,1.0,1.0,0.06499697167034846,-0.6281496917095204,MODE_2_UNCERTAINTY_FUSION,no_recovery_admission,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,8.669766862588553,0,0,0,11.086133774369955,0.7628821767866611,11.849015951156616,8.669766862588553,8.647012664882695,10.67201548064729,8.661996933897067,8.715516108246074,8.522149790653996
