episode,frame_id,E_obs_cm,E_prior_cm,E_obs_hat_cm,E_prior_hat_cm,e_obs_hat_norm,e_prior_hat_norm,p_obs_risk,p_prior_risk,delta_E_gt_cm,delta_E_hat_cm,selected_mode,policy_variant,policy_version,fusion_alpha,forced_streak_reset,motion_history_reset,restart_zero_velocity_prior,output_uncertain,output_quality_unverified,both_candidates_bad,local_candidate_oracle_cm,b6_oracle_source,b6_oracle_version,is_blackout,recovery_attempted,observer_source,observer_restart,observer_wall_ms,sam2_frame_wall_ms,sam2_propagated_frames_total,sam2_cached_frames_consumed,sam2_timing_scope,sam2_cache_receipt_sha256,perception_runtime_version,relocalization_attempted,relocalization_generated,relocalization_used,relocalization_raw_error_cm,relocalization_failure_reason,relocalization_cache_hit,relocalization_wall_ms,sam2_cache_hit,quality_wall_ms,transition_wall_ms,policy_wall_ms,error_b1_obs_cm,error_b2_cm,error_b3_cm,error_b4_cm,error_b5_ours_cm,error_b6_oracle_cm
sugar_box1_black10,0,0.3262897753536011,0.3262897753536011,0.1523204267137363,0.1523204267137363,0.007414661328975794,0.007414661328975794,0.0,0.0,0.0,0.0,MODE_4_TRUSTED_FUSION,no_observer_reseed,four_mode_relocalization_v2,0.5,0,0,0,False,0,0,0.3262897753536011,policy_output,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,3.3573517575860023,0,1,cache_read_only_not_online_fps,4a2c945de6a73a41922971434a28c876940532f303c3cb67d5b2ba532a8b87f9,cached_perception_v2,0,0,0,,,0,0.0,0,18.982275389134884,7.342291995882988,29.681919142603874,0.3262897753536011,0.3262897753536002,0.3262897753536011,0.32628977535359516,0.3262897753536002,0.3262897753536002
sugar_box1_black10,1,0.359073230950334,0.359073230950334,0.16970107991833172,0.16970107991833172,0.008260717632577463,0.008260717632577463,0.0,0.0,0.0,0.0,MODE_4_TRUSTED_FUSION,no_observer_reseed,four_mode_relocalization_v2,0.5,0,0,0,False,0,0,0.359073230950334,policy_output,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,2.217414788901806,0,2,cache_read_only_not_online_fps,4a2c945de6a73a41922971434a28c876940532f303c3cb67d5b2ba532a8b87f9,cached_perception_v2,0,0,0,,,0,0.0,0,12.488449923694134,1.1317664757370949,15.837631188333035,0.359073230950334,0.3590732309503271,0.359073230950334,0.35907323095031984,0.3590732309503271,0.3590732309503271
sugar_box1_black10,2,0.3667296292162428,0.403439637133599,0.1737380735186195,0.1801121860427486,0.008457230608408545,0.008767509975784675,0.0,0.0,0.03671000791735618,0.006374112524129089,MODE_4_TRUSTED_FUSION,no_observer_reseed,four_mode_relocalization_v2,0.4914750460095872,0,0,0,False,0,0,0.3667296292162428,observation,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,1.8523028120398521,0,3,cache_read_only_not_online_fps,4a2c945de6a73a41922971434a28c876940532f303c3cb67d5b2ba532a8b87f9,cached_perception_v2,0,0,0,,,0,0.0,0,13.929635286331177,1.8009431660175323,17.58288126438856,0.3667296292162428,0.38497293992602644,0.3667296292162428,0.3667295821560159,0.3846600421694544,0.3667296292162428
sugar_box1_black10,3,0.3853649064619113,0.42073684136282785,0.17360579618187716,0.19387987716449231,0.008450791605612903,0.009437694330910767,0.0,0.0,0.03537193490091656,0.020274080982615156,MODE_4_TRUSTED_FUSION,no_observer_reseed,four_mode_relocalization_v2,0.4738389282789143,0,0,0,False,0,0,0.3853649064619113,observation,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,3.612777218222618,0,4,cache_read_only_not_online_fps,4a2c945de6a73a41922971434a28c876940532f303c3cb67d5b2ba532a8b87f9,cached_perception_v2,0,0,0,,,0,0.0,0,18.016831949353218,1.3576066121459007,22.987215779721737,0.3853649064619113,0.4030632597839815,0.3853649064619113,0.3853650534696364,0.4018107425654038,0.3853649064619113
sugar_box1_black10,4,0.36657495728018924,0.41421356707084434,0.1739887660954324,0.1883755169222214,0.008469433834166634,0.009169752808492242,0.0,0.0,0.047638609790655095,0.014386750826789002,MODE_4_TRUSTED_FUSION,no_observer_reseed,four_mode_relocalization_v2,0.4811871146629499,0,0,0,False,0,0,0.36657495728018924,observation,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,2.64152605086565,0,5,cache_read_only_not_online_fps,4a2c945de6a73a41922971434a28c876940532f303c3cb67d5b2ba532a8b87f9,cached_perception_v2,0,0,0,,,0,0.0,0,15.164149925112724,1.2530647218227386,19.058740697801113,0.36657495728018924,0.39038268548929106,0.36657495728018924,0.3665749226098387,0.38844605778608715,0.36657495728018924
sugar_box1_black10,5,0.359650804068219,0.363457314377851,0.17590109086522301,0.1844480665417375,0.008562522074693012,0.008978572182978546,0.0,0.0,0.0038065103096320274,0.008546975676514496,MODE_4_TRUSTED_FUSION,no_observer_reseed,four_mode_relocalization_v2,0.4887643031277055,0,0,0,False,0,0,0.359650804068219,observation,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,2.475072629749775,0,6,cache_read_only_not_online_fps,4a2c945de6a73a41922971434a28c876940532f303c3cb67d5b2ba532a8b87f9,cached_perception_v2,0,0,0,,,0,0.0,0,14.240145683288574,0.9914776310324669,17.706695944070816,0.359650804068219,0.3630448658303005,0.359650804068219,0.3596507566827764,0.3617017628878539,0.359650804068219
sugar_box1_black10,6,0.37734572747187256,0.35677963975925475,0.17392118595151002,0.16627199671863965,0.008466144164550032,0.0080937965495478,0.0,0.0,-0.02056608771261781,-0.0076491892328703626,MODE_4_TRUSTED_FUSION,no_observer_reseed,four_mode_relocalization_v2,0.5106181760245517,0,0,0,False,0,0,0.35677963975925475,prior,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,2.1975571289658546,0,7,cache_read_only_not_online_fps,4a2c945de6a73a41922971434a28c876940532f303c3cb67d5b2ba532a8b87f9,cached_perception_v2,0,0,0,,,0,0.0,0,9.983379393815994,1.0629910975694656,13.243927620351315,0.37734572747187256,0.3671696184606863,0.37734572747187256,0.377345648182132,0.3665752776161352,0.35677963975925475
sugar_box1_black10,7,0.35848852507894396,0.35511119429312676,0.17153099706555525,0.16996482847568467,0.008349794430742213,0.008273556398007482,0.0,0.0,-0.003377330785817201,-0.0015661685898705757,MODE_4_TRUSTED_FUSION,no_observer_reseed,four_mode_relocalization_v2,0.5021662332995487,0,0,0,False,0,0,0.35511119429312676,prior,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,1.8578041344881058,0,8,cache_read_only_not_online_fps,4a2c945de6a73a41922971434a28c876940532f303c3cb67d5b2ba532a8b87f9,cached_perception_v2,0,0,0,,,0,0.0,0,12.680468149483204,0.9599979966878891,15.498270280659199,0.35848852507894396,0.3565476390888959,0.35848852507894396,0.35848841100437806,0.3565889237244163,0.35511119429312676
sugar_box1_black10,8,0.3343174334193104,0.3461394451140269,0.16719265562227814,0.1688393366252779,0.008138612429579535,0.008218769649576348,0.0,0.0,0.011822011694716472,0.0016466810029997503,MODE_4_TRUSTED_FUSION,no_observer_reseed,four_mode_relocalization_v2,0.4976874536012837,0,0,0,False,0,0,0.3343174334193104,observation,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,2.236536704003811,0,9,cache_read_only_not_online_fps,4a2c945de6a73a41922971434a28c876940532f303c3cb67d5b2ba532a8b87f9,cached_perception_v2,0,0,0,,,0,0.0,0,10.177086107432842,1.018592156469822,13.432214967906475,0.3343174334193104,0.3390335160640632,0.3343174334193104,0.33431753645621454,0.33935796162263704,0.3343174334193104
sugar_box1_black10,9,0.34604286140318213,0.3316978784708936,0.172581478139442,0.16436556886481557,0.008400929800852535,0.008000995359390965,0.0,0.0,-0.01434498293228853,-0.008215909274626426,MODE_4_TRUSTED_FUSION,no_observer_reseed,four_mode_relocalization_v2,0.5115085827766049,0,0,0,False,0,0,0.3316978784708936,prior,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,2.410905435681343,0,10,cache_read_only_not_online_fps,4a2c945de6a73a41922971434a28c876940532f303c3cb67d5b2ba532a8b87f9,cached_perception_v2,0,0,0,,,0,0.0,0,10.436474345624447,1.131153665482998,13.978533446788788,0.34604286140318213,0.33850360726817874,0.34604286140318213,0.34604302500195244,0.33863804074276566,0.3316978784708936
