episode,frame_id,relocalization_attempted,relocalization_generated,relocalization_used,relocalization_raw_error_cm,relocalization_failure_reason,relocalization_cache_hit,relocalization_wall_ms,observer_restart,motion_history_reset,error_b5_ours_cm,output_uncertain,output_quality_unverified
sugar_box1_drop60,25,1,1,1,0.2704289861367008,,1,28495.316890999675,1,0,0.2704289861367008,False,1
sugar_box1_drop60,31,1,1,1,0.22598359939891405,,1,2442.756493575871,1,0,0.22598359939891405,False,1
sugar_box1_drop60,39,1,1,1,0.2351381348552002,,1,2443.3767711743712,1,0,0.2351381348552002,False,1
sugar_box1_drop60,42,1,1,1,0.3317063711402768,,1,2445.210282690823,1,0,0.3317063711402768,False,1
sugar_box1_drop60,51,1,1,1,0.2424444535494622,,1,2432.950222864747,1,0,0.2424444535494622,False,1
sugar_box1_drop60,54,1,1,1,0.2890328067148341,,1,2429.7458911314607,1,0,0.2890328067148341,False,1
sugar_box1_drop60,62,1,1,1,0.194635265917559,,1,2438.0014976486564,1,0,0.194635265917559,False,1
sugar_box1_drop60,70,1,1,1,0.2582413900002712,,1,2445.596929639578,1,0,0.2582413900002712,False,1
sugar_box1_drop60,72,1,1,1,0.21750228128552726,,1,2436.1881082877517,1,0,0.21750228128552726,False,1
sugar_box1_drop60,77,1,1,1,0.21962545921965718,,1,2435.604339465499,1,0,0.21962545921965718,False,1
sugar_box1_drop60,84,1,1,1,0.27081037280371417,,1,2438.3030300959945,1,0,0.27081037280371417,False,1
sugar_box1_drop60,95,1,1,1,0.2701253099395581,,1,2439.1833413392305,1,0,0.2701253099395581,False,1
sugar_box1_drop60,106,1,1,1,0.2558357132120864,,1,2432.833570986986,1,0,0.2558357132120864,False,1
sugar_box1_drop60,123,1,1,1,0.25337249963368286,,1,2445.253323763609,1,0,0.25337249963368286,False,1
sugar_box1_drop60,126,1,1,1,0.2240782250708651,,1,2448.832900263369,1,0,0.2240782250708651,False,1
sugar_box1_drop60,130,1,1,1,0.2835982791326399,,1,2442.2299256548285,1,0,0.2835982791326399,False,1
sugar_box1_drop60,134,1,1,1,0.23136029496274496,,1,2427.9637904837728,1,0,0.23136029496274496,False,1
sugar_box1_drop60,139,1,1,1,0.24545262000039464,,1,2437.5800332054496,1,0,0.24545262000039464,False,1
sugar_box1_drop60,152,1,1,1,0.2246890957340864,,1,2437.969109043479,1,0,0.2246890957340864,False,1
sugar_box1_drop60,154,1,1,1,0.24834175680129206,,1,2448.7708741798997,1,0,0.24834175680129206,False,1
sugar_box1_drop60,159,1,1,1,0.2735962398470605,,1,2438.7184316292405,1,0,0.2735962398470605,False,1
sugar_box1_drop60,165,1,1,1,0.21301683792562726,,1,2442.8688706830144,1,0,0.21301683792562726,False,1
sugar_box1_drop60,169,1,1,1,0.27517600923352553,,1,2443.7054246664047,1,0,0.27517600923352553,False,1
sugar_box1_drop60,176,1,1,1,0.3241053292542137,,1,2446.2484726682305,1,0,0.3241053292542137,False,1
sugar_box1_drop60,180,1,1,1,0.30921684163116936,,1,2445.48115786165,1,0,0.30921684163116936,False,1
sugar_box1_drop60,182,1,1,1,0.22577172581763802,,1,2443.400419317186,1,0,0.22577172581763802,False,1
sugar_box1_drop60,185,1,1,1,0.28798404836355723,,1,2445.818212814629,1,0,0.28798404836355723,False,1
sugar_box1_drop60,187,1,1,1,0.24799293060212502,,1,2444.8448410257697,1,0,0.24799293060212502,False,1
sugar_box1_drop60,188,1,1,1,0.3681221675083435,,1,2427.9561899602413,1,0,0.3681221675083435,False,1
sugar_box1_drop60,200,1,1,1,0.25201084165669324,,1,2445.9793912246823,1,0,0.25201084165669324,False,1
sugar_box1_drop60,202,1,1,1,0.2408713456792738,,1,2444.393620826304,1,0,0.2408713456792738,False,1
sugar_box1_drop60,204,1,1,1,0.5777621349936619,,1,2448.728058487177,1,0,0.5777621349936619,False,1
sugar_box1_drop60,205,1,1,1,0.3108590930337352,,1,2451.5927163884044,1,0,0.3108590930337352,False,1
sugar_box1_drop60,206,1,1,1,0.254082884334103,,1,2457.624290138483,1,0,0.254082884334103,False,1
sugar_box1_drop60,207,1,1,1,0.3116544245187621,,1,2463.9075603336096,1,0,0.3116544245187621,False,1
sugar_box1_drop60,208,1,1,1,0.24506420858802794,,1,2453.7851121276617,1,0,0.24506420858802794,False,1
sugar_box1_drop60,209,1,1,1,0.3454324503738488,,1,2450.023182667792,1,0,0.3454324503738488,False,1
sugar_box1_drop60,211,1,1,1,0.2908441673497773,,1,2449.8908082023263,1,0,0.2908441673497773,False,1
