episode,frame_id,relocalization_attempted,relocalization_generated,relocalization_used,relocalization_raw_error_cm,relocalization_failure_reason,relocalization_cache_hit,relocalization_wall_ms,observer_restart,motion_history_reset,error_b5_ours_cm,output_uncertain,output_quality_unverified
sugar_box1_black10,842,1,1,1,0.49782719049928587,,1,2478.617117740214,1,0,0.49782719049928587,False,1
sugar_box1_black10,843,1,1,1,0.655847775576825,,1,2495.4971512779593,1,0,0.655847775576825,False,1
sugar_box1_black10,844,1,1,1,0.4701364674776328,,1,2473.5267711803317,1,0,0.4701364674776328,False,1
sugar_box1_black10,845,1,1,1,0.4506352777653729,,1,2478.896521963179,1,0,0.4506352777653729,False,1
sugar_box1_black10,846,1,1,1,0.4120781986906204,,1,2477.7352372184396,1,0,0.4120781986906204,False,1
sugar_box1_black10,847,1,1,1,0.3870774568108642,,1,2471.9135984778404,1,0,0.3870774568108642,False,1
sugar_box1_black10,848,1,1,1,0.4708837687419507,,1,2460.639310069382,1,0,0.4708837687419507,False,1
sugar_box1_black10,849,1,1,1,0.5009415704887643,,1,2475.009853951633,1,0,0.5009415704887643,False,1
sugar_box1_black10,850,1,1,1,0.6171714655681408,,1,2453.6734418943524,1,0,0.6171714655681408,False,1
sugar_box1_black10,851,1,1,1,0.6832782999575395,,1,2483.095057308674,1,0,0.6832782999575395,False,1
sugar_box1_black10,852,1,1,1,0.8569328536124984,,1,2484.4808503985405,1,0,0.8569328536124984,False,1
sugar_box1_black10,853,1,1,1,0.9754540360913684,,1,2467.169494368136,1,0,0.9754540360913684,False,1
sugar_box1_black10,854,1,1,1,0.6007466230575265,,1,2486.570008099079,1,0,0.6007466230575265,False,1
sugar_box1_black10,855,1,1,1,0.6676068673435783,,1,2465.8362297341228,1,0,0.6676068673435783,False,1
sugar_box1_black10,856,1,1,1,0.7710164668109003,,1,2468.4759816154838,1,0,0.7710164668109003,False,1
sugar_box1_black10,857,1,1,1,0.4731983261814795,,1,2495.262467302382,1,0,0.4731983261814795,False,1
sugar_box1_black10,858,1,1,1,0.6182595165028519,,1,2486.537559889257,1,0,0.6182595165028519,False,1
sugar_box1_black10,859,1,1,1,0.6467751429458947,,1,2478.750115260482,1,0,0.6467751429458947,False,1
sugar_box1_black10,860,1,1,1,1.9050140506794644,,1,2483.368005603552,1,0,1.9050140506794644,False,1
sugar_box1_black10,861,1,1,1,0.6100331861707103,,1,2482.453457079828,1,0,0.6100331861707103,False,1
sugar_box1_black10,862,1,1,1,1.8209319758298852,,1,2487.5326165929437,1,0,1.8209319758298852,False,1
