episode,AUC_B1_percent,AUC_B5_percent,Delta_B5_minus_B1_percentage_points,Paired_95CI_low,Paired_95CI_high
sugar_box1_black10,10.059342694403336,94.10662040210002,84.04727770769668,,
sugar_box1_black10_2,86.28843838325648,93.89152106902934,7.603082685772861,,
sugar_box1_black10_3,35.8187294240216,94.02682726828262,58.20809784426102,,
sugar_box1_black10_4,52.695197954293874,78.07620189097587,25.381003936681992,,
sugar_box1_black10_5,64.49486973191495,65.36862110180743,0.8737513698924886,,
PAIRED_MEAN,,,35.22264270886101,8.466934409602539,63.59060273062478
