episode,frame_id,E_obs_cm,E_prior_cm,E_obs_hat_cm,E_prior_hat_cm,e_obs_hat_norm,e_prior_hat_norm,p_obs_risk,p_prior_risk,delta_E_gt_cm,delta_E_hat_cm,selected_mode,error_b1_obs_cm,error_b2_cm,error_b3_cm,error_b4_cm,error_b5_ours_cm,error_b6_oracle_cm
bleach_hard_00_03_chaitanya_black10,12,0.2529691052960555,0.3042413614706685,1.1992045481995626,1.1245062850983398,0.043010634181836274,0.04033150852884501,0.25,0.05334335086401202,0.05127225617461301,-0.07469826310122274,MODE_3_UNCERTAIN_FUSION,0.2529691052960555,0.28188416675388533,0.2529691052960555,0.25296912217200906,0.2533169080619161,0.2529691052960555
bleach_hard_00_03_chaitanya_black10,13,0.2645844781747297,0.19552113258221107,0.9331424436553424,0.9811516608414134,0.033468058759334965,0.03518995589593822,0.05334335086401202,0.05334335086401202,-0.06906334559251862,0.048009217186070985,MODE_1_ACCEPT,0.2645844781747297,0.25719787644680536,0.2645844781747297,0.26458452583360287,0.2645844781747297,0.2645844781747297
bleach_hard_00_03_chaitanya_black10,14,0.2671133118707115,0.29802734915949886,1.1393102935237742,1.0558656935450783,0.0408624686488405,0.037869647141015386,0.057991044125720786,0.05334335086401202,0.030914037288787333,-0.08344459997869591,MODE_1_ACCEPT,0.2671133118707115,0.2494657571002266,0.2671133118707115,0.2671133581717762,0.2671133118707115,0.2671133118707115
bleach_hard_00_03_chaitanya_black10,15,0.25106147746011254,0.27518236196926177,0.9551963633906932,1.1334861017729674,0.03425904397986042,0.04065357836304654,0.05334335086401202,0.05334335086401202,0.024120884509149232,0.17828973838227413,MODE_1_ACCEPT,0.25106147746011254,0.24828599889933364,0.25106147746011254,0.25106149765572683,0.25106147746011254,0.25106147746011254
bleach_hard_00_03_chaitanya_black10,16,0.25496675212071385,0.24176024030365117,1.0126634702119606,0.9316675479454275,0.0363201575010599,0.033415160194256346,0.05334335086401202,0.05334335086401202,-0.013206511817062672,-0.08099592226653307,MODE_1_ACCEPT,0.25496675212071385,0.24801715169776073,0.25496675212071385,0.25496677217921343,0.25496675212071385,0.24176024030365117
bleach_hard_00_03_chaitanya_black10,17,0.25681181331665426,0.2749157893426028,1.0695533723821424,1.1632870248822405,0.038360569017640435,0.04172241737308729,0.05334335086401202,0.25,0.018103976025948543,0.09373365250009802,MODE_1_ACCEPT,0.25681181331665426,0.2525540282925288,0.25681181331665426,0.25681182012526,0.25681181331665426,0.24348304365292778
bleach_hard_00_03_chaitanya_black10,18,0.2791780254334106,0.2628592126919965,1.054499160360304,0.9479685728002745,0.03782063510299743,0.03399981226038925,0.05334335086401202,0.05334335086401202,-0.016318812741414057,-0.10653058756002953,MODE_1_ACCEPT,0.2791780254334106,0.26819289101439014,0.2791780254334106,0.2791780327665033,0.2791780254334106,0.25623385400788085
bleach_hard_00_03_chaitanya_black10,19,0.2733800022837129,0.30836035242424703,1.125416563728175,1.103753657694721,0.04036415655474698,0.03958719541986865,0.05334335086401202,0.05334335086401202,0.03498035014053413,-0.02166290603345411,MODE_1_ACCEPT,0.2733800022837129,0.27840726742469935,0.2733800022837129,0.2733800177695529,0.2733800022837129,0.2733800022837129
bleach_hard_00_03_chaitanya_black10,20,0.30727372756709703,0.27108744012118485,1.203638628207796,1.3653691259818053,0.04316966676176891,0.04897028792039264,0.25,0.75,-0.03618628744591218,0.16173049777400927,MODE_3_UNCERTAIN_FUSION,0.30727372756709703,0.2975461242972952,0.30727372756709703,0.30727374773275185,0.30727372756709703,0.30727372756709703
bleach_hard_00_03_chaitanya_black10,21,0.28868820351744845,0.3430143186683937,1.223085063934559,1.3683969314311315,0.043867132039431614,0.049078883099380466,0.25,0.75,0.054326115150945264,0.14531186749657254,MODE_3_UNCERTAIN_FUSION,0.28868820351744845,0.302380151926619,0.28868820351744845,0.2886882495197568,0.28868820351744845,0.28868820351744845
bleach_hard_00_03_chaitanya_black10,22,0.2808079386132444,0.27785961017647975,1.5973391997691777,1.4569769054882575,0.0572901195952988,0.05225588977912296,0.8484848484848485,0.75,-0.0029483284367646245,-0.14036229428092017,MODE_2_UNCERTAINTY_FUSION,0.2808079386132444,0.29343078916432225,0.2808079386132444,0.2808078952708428,0.27825756949342373,0.27785961017647975
bleach_hard_00_03_chaitanya_black10,23,0.29645838208838904,0.3014117149554498,1.5645003263349158,1.4858864965317673,0.05611232155046548,0.053292760300157685,0.8484848484848485,0.75,0.004953332867060789,-0.07861382980314846,MODE_3_UNCERTAIN_FUSION,0.29645838208838904,0.2931908177376657,0.29645838208838904,0.29645833086961476,0.29645624826785033,0.27998042262130374
bleach_hard_00_03_chaitanya_black10,24,0.39791335553159385,0.3242958346777877,1.7330745486945576,1.4956363714648446,0.06215839952880843,0.05364244902064731,0.8571428571428571,0.75,-0.07361752085380613,-0.23743817722971294,MODE_2_UNCERTAINTY_FUSION,0.39791335553159385,0.34645951124872165,0.39791335553159385,0.397913352526053,0.3885805108329065,0.2948444479569459
bleach_hard_00_03_chaitanya_black10,25,0.4145621413489447,0.4936211273503984,1.5129381353476243,2.068460353820834,0.054262993562593884,0.07418733670697729,0.8484848484848485,0.9707602339181286,0.07905898600145372,0.5555222184732096,MODE_3_UNCERTAIN_FUSION,0.4145621413489447,0.39460469158143824,0.4145621413489447,0.41456212899224243,0.4145621413489447,0.3184231952500563
bleach_hard_00_03_chaitanya_black10,26,0.3606360202431449,0.4837735580987596,1.395018553859954,1.4646595407363479,0.05003369340703993,0.05253143494337721,0.75,0.75,0.12313753785561471,0.06964098687639386,MODE_3_UNCERTAIN_FUSION,0.3606360202431449,0.4082649974034777,0.3606360202431449,0.360636022850572,0.3606360202431449,0.34694160526054035
bleach_hard_00_03_chaitanya_black10,27,0.41013099080991644,0.31199607645576044,1.2033775717241586,1.3216741241054017,0.04316030371779498,0.04740312430005596,0.25,0.375,-0.098134914354156,0.11829655238124315,MODE_3_UNCERTAIN_FUSION,0.41013099080991644,0.4207645754907899,0.41013099080991644,0.41013100523788065,0.41013099080991644,0.3773460656007141
bleach_hard_00_03_chaitanya_black10,28,0.39848468222033046,0.5003059922144548,1.0674550391777624,1.0806059026630217,0.038285310262175666,0.03875697873557244,0.05334335086401202,0.05334335086401202,0.10182130999412436,0.01315086348525929,MODE_1_ACCEPT,0.39848468222033046,0.41989666440916606,0.39848468222033046,0.3984846836103777,0.39848468222033046,0.39848468222033046
bleach_hard_00_03_chaitanya_black10,29,0.40433111703792063,0.39347069792548495,0.8685933625003351,1.1151253090963829,0.03115294336013147,0.03999505072630038,0.05334335086401202,0.05334335086401202,-0.010860419112435682,0.2465319465960477,MODE_1_ACCEPT,0.40433111703792063,0.4196595733970583,0.40433111703792063,0.4043311332654416,0.40433111703792063,0.40433111703792063
bleach_hard_00_03_chaitanya_black10,30,0.40200768252697205,0.41083758668719417,1.069024010355434,1.3313454631279669,0.038341582935145425,0.04774999625394622,0.05334335086401202,0.375,0.008829904160222113,0.2623214527725328,MODE_1_ACCEPT,0.40200768252697205,0.4106004299697274,0.40200768252697205,0.40200768482377935,0.40200768252697205,0.40200768252697205
bleach_hard_00_03_chaitanya_black10,31,0.40952127243066583,0.40413739981260877,1.1922824353527517,1.4984499145588983,0.042762365891104256,0.05374335947245877,0.25,0.75,-0.005383872618057062,0.3061674792061466,MODE_3_UNCERTAIN_FUSION,0.40952127243066583,0.40675104689423164,0.40952127243066583,0.40952127600658117,0.40952127243066583,0.40413739981260877
bleach_hard_00_03_chaitanya_black10,39,0.3462444325379161,0.41713371765078194,1.294378875136058,1.1010973506343917,0.04642415372319719,0.03949192439090368,0.375,0.05334335086401202,0.07088928511286585,-0.19328152450166636,MODE_2_UNCERTAINTY_FUSION,0.3462444325379161,0.3753178666846452,0.3462444325379161,0.3462444287211203,0.3667705036241154,0.3462444325379161
bleach_hard_00_03_chaitanya_black10,40,0.6248766043583193,0.9548432830907697,1.5304535874680605,1.9442335912257667,0.0548912022404317,0.06973182338392316,0.8484848484848485,0.9707602339181286,0.32996667873245045,0.4137800037577062,MODE_3_UNCERTAIN_FUSION,0.6248766043583193,0.7707217959117751,0.6248766043583193,0.6248766413458469,0.6248766043583193,0.6248766043583193
bleach_hard_00_03_chaitanya_black10,41,1.0393297890657551,1.6986920568116781,2.856943406671996,3.8463635980437045,0.10246704611574717,0.13795356087847238,1.0,1.0,0.659362267745923,0.9894201913717087,MODE_3_UNCERTAIN_FUSION,1.0393297890657551,1.562452196920729,1.0393297890657551,1.34975759025942,1.0393297890657551,1.0393297890657551
bleach_hard_00_03_chaitanya_black10,42,0.6233730591685037,1.0275261416787522,2.576973847659217,3.912629859494555,0.09242566635044563,0.14033026461441098,0.9707602339181286,1.0,0.4041530825102485,1.3356560118353378,MODE_3_UNCERTAIN_FUSION,0.6233730591685037,1.1232151717158159,0.6233730591685037,0.8855863510286363,0.6233730591685037,0.6233730591685037
bleach_hard_00_03_chaitanya_black10,43,0.7139944890398106,0.7078067182598807,1.8605481009859641,1.9316920977580518,0.06673036211325359,0.06928201055720928,0.9707602339181286,0.9707602339181286,-0.006187770779929824,0.07114399677208771,MODE_3_UNCERTAIN_FUSION,0.7139944890398106,0.9747018409019182,0.7078067182598807,0.7181645058624332,0.7139944890398106,0.7078067182598807
bleach_hard_00_03_chaitanya_black10,44,0.5509927455895601,0.5375160843104569,1.3007806058897067,1.1531000918918795,0.046653758005460115,0.04135705314148801,0.375,0.14285714285714285,-0.013476661279103186,-0.14768051399782722,MODE_2_UNCERTAINTY_FUSION,0.5509927455895601,0.5225863574035948,0.7567573037620707,0.5509927308154335,0.5414094746796975,0.5509927455895601
bleach_hard_00_03_chaitanya_black10,45,0.3686039179964362,0.5528214403464213,1.337664927756974,1.4637764373116289,0.04797664998186224,0.05249976158256288,0.375,0.75,0.18421752234998512,0.12611150955465478,MODE_3_UNCERTAIN_FUSION,0.3686039179964362,0.38468544999321674,0.7236554033422876,0.36860388664307264,0.3686039179964362,0.3686039179964362
bleach_hard_00_03_chaitanya_black10,46,0.3505569226751507,0.2921466738951218,1.912161404357547,2.0141552062154937,0.06858152329635966,0.07223962991971515,0.9707602339181286,0.9707602339181286,-0.05841024878002893,0.10199380185794671,MODE_3_UNCERTAIN_FUSION,0.3505569226751507,0.3696076948802235,0.3505569226751507,0.35055702695369195,0.3505569226751507,0.31502624704463233
bleach_hard_00_03_chaitanya_black10,47,0.3044975738442651,0.3227138549158104,2.0317833670360215,2.3720915856210194,0.07287188100439343,0.0850773653153118,0.9707602339181286,0.9707602339181286,0.01821628107154527,0.34030821858499793,MODE_3_UNCERTAIN_FUSION,0.3044975738442651,0.4438864078035781,0.3044975738442651,0.30449771108747925,0.3044975738442651,0.3044975738442651
bleach_hard_00_03_chaitanya_black10,48,0.3398234803878419,0.49038818787271904,1.8709735554831717,2.3179384137678727,0.06710428115002842,0.08313510928579732,0.9707602339181286,0.9707602339181286,0.15056470748487716,0.446964858284701,MODE_3_UNCERTAIN_FUSION,0.3398234803878419,0.3889137140978562,0.3398234803878419,0.3398234713655816,0.3398234803878419,0.3398234803878419
bleach_hard_00_03_chaitanya_black10,49,0.37244760579741754,0.6399969775985268,1.6738609443662924,1.873618148774279,0.0600346461806622,0.06719913205329953,0.8484848484848485,0.9707602339181286,0.26754937180110927,0.1997572044079865,MODE_3_UNCERTAIN_FUSION,0.37244760579741754,0.5398993588870421,0.6399969775985268,0.37244761167776663,0.37244760579741754,0.37244760579741754
bleach_hard_00_03_chaitanya_black10,50,0.2959489520948517,0.6204548420348179,1.7532589773165836,2.860462614836188,0.06288233363740962,0.10259326592969553,0.8571428571428571,1.0,0.3245058899399662,1.1072036375196042,MODE_3_UNCERTAIN_FUSION,0.2959489520948517,0.3239748832014454,0.2959489520948517,0.2959489161960692,0.2959489520948517,0.2959489520948517
bleach_hard_00_03_chaitanya_black10,51,0.47992854139695246,0.5224995134840891,1.7403054374539872,2.237956962471661,0.06241774236711597,0.08026649696423926,0.8571428571428571,0.9707602339181286,0.042570972087136616,0.49765152501767385,MODE_3_UNCERTAIN_FUSION,0.47992854139695246,0.4818681529655046,0.47992854139695246,0.4799287703836714,0.47992854139695246,0.47992854139695246
bleach_hard_00_03_chaitanya_black10,52,0.4766170549203083,0.562984148616808,1.5445137901162296,1.7154169162467137,0.05539548504483802,0.0615250914156331,0.8484848484848485,0.8527497269933718,0.0863670936964997,0.17090312613048408,MODE_3_UNCERTAIN_FUSION,0.4766170549203083,0.5344815534693793,0.4766170549203083,0.47661716871460513,0.4766170549203083,0.4766170549203083
bleach_hard_00_03_chaitanya_black10,53,0.5366027671760798,0.678787207422669,1.5682412346873484,1.4826865614569005,0.056246492856683275,0.05317799152520819,0.8484848484848485,0.75,0.14218444024658916,-0.08555467323044796,MODE_3_UNCERTAIN_FUSION,0.5366027671760798,0.5251991423786125,0.5366027671760798,0.536602847975266,0.5365797496693311,0.5366027671760798
bleach_hard_00_03_chaitanya_black10,54,0.5307298500538197,0.28015285833078596,0.0,0.0,0.0,0.0,0.0,0.0,-0.2505769917230337,0.0,MODE_3_BLACKOUT_WAITING,0.5307298500538197,0.4370300581071687,0.2793233829411925,0.5307296278024887,0.28015285833078596,0.2793233829411925
bleach_hard_00_03_chaitanya_black10,55,0.8845269894244735,0.610449370813523,0.0,0.0,0.0,0.0,0.0,0.0,-0.2740776186109505,0.0,MODE_3_BLACKOUT_WAITING,0.8845269894244735,0.7231729857932832,0.6103850789809461,0.8845268730764991,0.610449370813523,0.6103850789809461
bleach_hard_00_03_chaitanya_black10,56,1.2762844847744914,0.3954197932113888,0.0,0.0,0.0,0.0,0.0,0.0,-0.8808646915631027,0.0,MODE_3_BLACKOUT_WAITING,1.2762844847744914,1.1385212974470287,0.39360455575494613,1.2762843954046614,0.3954197932113888,0.39360455575494613
bleach_hard_00_03_chaitanya_black10,57,1.6759082382412267,0.5172635484907434,0.0,0.0,0.0,0.0,0.0,0.0,-1.1586446897504832,0.0,MODE_3_BLACKOUT_WAITING,1.6759082382412267,1.7398807468674657,0.518636130059777,1.675908276296553,0.5172635484907434,0.518636130059777
bleach_hard_00_03_chaitanya_black10,58,1.9080841626548466,0.5832859921720809,0.0,0.0,0.0,0.0,0.0,0.0,-1.3247981704827656,0.0,MODE_3_BLACKOUT_WAITING,1.9080841626548466,2.073805755581649,0.5855454573059605,1.9080842212337232,0.5832859921720809,0.5855454573059605
bleach_hard_00_03_chaitanya_black10,59,1.9763939990431494,0.6791483700352426,0.0,0.0,0.0,0.0,0.0,0.0,-1.2972456290079069,0.0,MODE_3_BLACKOUT_WAITING,1.9763939990431494,2.1077371520072496,0.680935067771511,1.976394061133296,0.6791483700352426,0.680935067771511
bleach_hard_00_03_chaitanya_black10,60,2.0202489196425684,0.6711683788405894,0.0,0.0,0.0,0.0,0.0,0.0,-1.349080540801979,0.0,MODE_3_BLACKOUT_WAITING,2.0202489196425684,2.1000555792029427,0.6719345180562287,2.0202489209126493,0.6711683788405894,0.6719345180562287
bleach_hard_00_03_chaitanya_black10,61,2.2274994461266946,0.9391577023124946,0.0,0.0,0.0,0.0,0.0,0.0,-1.2883417438142,0.0,MODE_3_BLACKOUT_WAITING,2.2274994461266946,2.3052103852981793,0.9404005006019533,2.2274993920786397,0.9391577023124946,0.9404005006019533
bleach_hard_00_03_chaitanya_black10,62,1.9465684241038301,0.8889372650497482,0.0,0.0,0.0,0.0,0.0,0.0,-1.057631159054082,0.0,MODE_3_BLACKOUT_WAITING,1.9465684241038301,1.9708515130074429,0.8902534102425709,1.9465683989330087,0.8889372650497482,0.8902534102425709
bleach_hard_00_03_chaitanya_black10,63,1.9166197657163457,0.9136377171495504,0.0,0.0,0.0,0.0,0.0,0.0,-1.0029820485667953,0.0,MODE_3_BLACKOUT_WAITING,1.9166197657163457,1.9020576197207324,0.9128920300176168,1.9166197734497248,0.9136377171495504,0.9128920300176168
bleach_hard_00_03_chaitanya_black10,64,2.430988604195527,1.4520030383080063,7.851580759292256,3.630129320502279,0.2816045588670214,0.13019810879744825,1.0,1.0,-0.9789855658875208,-4.221451438789977,MODE_3_RECOVERY_EXECUTE,2.430988604195527,2.382849043908304,2.430988604195527,2.435952702211346,0.47683427526818145,1.4529558629442898
bleach_hard_00_03_chaitanya_black10,65,2.5031754353505296,0.9384604524075237,7.910018738908525,3.7903773486107943,0.2837004936826244,0.13594555974373085,1.0,1.0,-1.5647149829430058,-4.11964139029773,MODE_2_UNCERTAINTY_FUSION,2.5031754353505296,2.480350053581281,2.5031754353505296,2.5031756721714835,2.312418406263075,1.6359653283435343
bleach_hard_00_03_chaitanya_black10,66,2.6870222724997834,5.183098481249367,7.349114573310897,8.245942216367876,0.2635831217848879,0.29574871500048594,1.0,1.0,2.4960762087495834,0.8968276430569793,MODE_3_UNCERTAIN_FUSION,2.6870222724997834,2.6664069698577895,2.6870222724997834,2.6870225694540237,2.6870222724997834,1.8575148178945153
bleach_hard_00_03_chaitanya_black10,67,2.7608059315958866,3.088738294376682,7.221545198558711,7.060767764033543,0.2590077224349525,0.2532412838140865,1.0,1.0,0.3279323627807953,-0.16077743452516735,MODE_2_UNCERTAINTY_FUSION,2.7608059315958866,2.81201480768062,2.7608059315958866,2.7608061881238095,2.776006883562404,2.1231975717640927
bleach_hard_00_03_chaitanya_black10,68,2.803144884989869,2.8309484598640475,7.099216493669836,7.104891170644338,0.2546202847923814,0.2548238125857148,1.0,1.0,0.027803574874178505,0.005674676974502191,MODE_3_UNCERTAIN_FUSION,2.803144884989869,2.866819484011334,2.803144884989869,2.8031451588612986,2.803144884989869,2.4420108352944436
bleach_hard_00_03_chaitanya_black10,69,2.8559891781528157,2.8663798537651872,7.243568721520202,7.0308919110749475,0.25979761744570284,0.25216975737232833,1.0,1.0,0.010390675612371503,-0.2126768104452541,MODE_2_UNCERTAINTY_FUSION,2.8559891781528157,2.9031084525636452,2.8559891781528157,2.8559894497363776,2.856311469250965,2.8559891781528157
bleach_hard_00_03_chaitanya_black10,70,2.8452940752121645,2.917687355206759,7.585715871910375,7.194330675970509,0.2720690568293205,0.25803164718804666,1.0,1.0,0.07239327999459455,-0.39138519593986665,MODE_2_UNCERTAINTY_FUSION,2.8452940752121645,2.8921087674060963,2.8452940752121645,2.8452943656475527,2.8483708961050747,2.8452940752121645
bleach_hard_00_03_chaitanya_black10,71,3.003916841719382,2.847495868703067,7.6082504820180725,7.030020939955919,0.27287728247625254,0.2521385191484242,1.0,1.0,-0.15642097301631486,-0.5782295420621537,MODE_2_UNCERTAINTY_FUSION,3.003916841719382,2.9368597188620695,3.003916841719382,3.0039171689625577,2.99570345990666,2.8422002206667925
bleach_hard_00_03_chaitanya_black10,72,2.8983476825106633,2.8091278666178594,7.251490723545941,7.373991195690149,0.26008174773158976,0.2644753459733636,1.0,1.0,-0.08921981589280392,0.12250047214420778,MODE_3_UNCERTAIN_FUSION,2.8983476825106633,2.771990010387056,2.8983476825106633,2.898348127961972,2.8983476825106633,2.53377279326355
bleach_hard_00_03_chaitanya_black10,73,3.4194780883778315,3.235789329182544,7.4831015827707485,7.252451572007223,0.26838869582782166,0.26011620949354225,1.0,1.0,-0.1836887591952876,-0.23065001076352587,MODE_2_UNCERTAINTY_FUSION,3.4194780883778315,3.2158227177780248,3.4194780883778315,3.419478601333017,3.409394327793712,2.5619793171550165
bleach_hard_00_03_chaitanya_black10,74,3.439806849484005,3.3934856540624296,7.578699599394468,7.607303461282664,0.27181741141073457,0.2728433166590995,1.0,1.0,-0.0463211954215752,0.028603861888196747,MODE_3_UNCERTAIN_FUSION,3.439806849484005,3.285191422053109,3.439806849484005,3.439807419481413,3.439806849484005,2.13813635213447
bleach_hard_00_03_chaitanya_black10,75,3.7147621559071387,3.5927324255050053,7.818864191956638,8.058005396631188,0.28043114744903574,0.28900817868820433,1.0,1.0,-0.12202973040213339,0.23914120467455025,MODE_3_UNCERTAIN_FUSION,3.7147621559071387,3.6078845546295994,3.7147621559071387,3.7147627193896464,3.7147621559071387,1.8877696877945362
bleach_hard_00_03_chaitanya_black10,76,4.301740848761276,4.243395629991483,7.880872584657157,7.53591858989857,0.28265513859270663,0.2702830290135695,1.0,1.0,-0.05834521876979348,-0.3449539947585869,MODE_2_UNCERTAINTY_FUSION,4.301740848761276,4.2141474087899535,4.301740848761276,4.3017413524833295,4.298282344400669,1.8493538248989194
bleach_hard_00_03_chaitanya_black10,77,4.666648216885405,4.713178200665237,7.318499256773598,7.448478001775615,0.2624850737647033,0.267146887515401,1.0,1.0,0.04652998377983231,0.1299787450020169,MODE_3_UNCERTAIN_FUSION,4.666648216885405,4.6596511108943774,4.666648216885405,4.666648700589975,4.666648216885405,1.7930395646711421
bleach_hard_00_03_chaitanya_black10,78,4.626679491355295,4.737267120246804,6.904645774799358,7.052955313817291,0.24764181725371232,0.25296108271009676,1.0,1.0,0.11058762889150842,0.14830953901793276,MODE_3_UNCERTAIN_FUSION,4.626679491355295,4.726620025685392,4.626679491355295,4.626679986850601,4.626679491355295,1.879454464320956
bleach_hard_00_03_chaitanya_black10,79,4.403028866245325,4.313818362355235,6.945930064979655,7.272765983054146,0.249122518361015,0.26084480554787715,1.0,1.0,-0.08921050389009011,0.3268359180744911,MODE_3_UNCERTAIN_FUSION,4.403028866245325,4.447343265972806,4.403028866245325,4.403029397668083,4.403028866245325,2.427369669486941
bleach_hard_00_03_chaitanya_black10,80,4.326193093001042,4.183347172705912,6.769075649001663,6.816394101920349,0.2427794632079204,0.2444765854141292,1.0,1.0,-0.1428459202951302,0.047318452918686305,MODE_3_UNCERTAIN_FUSION,4.326193093001042,4.240586151670031,4.326193093001042,4.3261935444402,4.326193093001042,3.2429039089643
bleach_hard_00_03_chaitanya_black10,81,3.9029073652694852,4.049033719877242,7.41306227784451,7.162531583614119,0.2658766682283139,0.25689114190001344,1.0,1.0,0.1461263546077567,-0.25053069423039087,MODE_2_UNCERTAINTY_FUSION,3.9029073652694852,3.8648475022203836,3.9029073652694852,3.902907812906347,3.9104177118425913,3.9029073652694852
bleach_hard_00_03_chaitanya_black10,82,3.246745386224411,3.399517406514075,7.308035695394377,7.416893273304006,0.2621097879876467,0.2660140705959984,1.0,1.0,0.1527720202896643,0.10885757790962902,MODE_3_UNCERTAIN_FUSION,3.246745386224411,3.33318617259791,3.246745386224411,3.24674583135146,3.246745386224411,3.246745386224411
bleach_hard_00_03_chaitanya_black10,83,2.7497559564200116,2.6551264384644115,7.488909226743316,7.429360830878262,0.26859699261150005,0.2664612316401859,1.0,1.0,-0.09462951795560004,-0.059548395865054005,MODE_3_UNCERTAIN_FUSION,2.7497559564200116,2.8003015961493,2.7497559564200116,2.749756407808722,2.7497559564200116,2.6631967725265038
bleach_hard_00_03_chaitanya_black10,84,2.2131447189323885,2.3012816452894125,7.2380749070980075,7.173686563686059,0.2596005764632194,0.2572912260790638,1.0,1.0,0.08813692635702397,-0.06438834341194877,MODE_3_UNCERTAIN_FUSION,2.2131447189323885,2.2600937613862886,2.2131447189323885,2.2131450426706447,2.2131447189323885,2.1454236137332603
bleach_hard_00_03_chaitanya_black10,85,1.768286012912849,1.8938307619921921,6.735062919586823,6.690014292321074,0.24155956367986756,0.2399438509721147,1.0,1.0,0.1255447490793431,-0.0450486272657491,MODE_3_UNCERTAIN_FUSION,1.768286012912849,1.838803222933495,1.768286012912849,1.7682860982672313,1.768286012912849,1.768286012912849
bleach_hard_00_03_chaitanya_black10,86,1.096962264325138,1.2663976387353488,5.245109984585487,5.917483322987499,0.18812095662012232,0.2122362785099926,1.0,1.0,0.16943537441021084,0.6723733384020116,MODE_3_UNCERTAIN_FUSION,1.096962264325138,1.2580268566996398,1.096962264325138,1.0969624249198733,1.096962264325138,1.096962264325138
