episode,recovery_frame,recovery_trigger,raw_recovery_generated,raw_recovery_error_cm,accepted_recovery,accepted_recovery_error_cm,recovery_used,B1_error_cm,B5_operational_error_cm,raw_minus_B1_cm,accepted_minus_B1_cm,operational_minus_B1_cm
bleach_hard_00_03_chaitanya_black10,64,blackout_exit,True,0.47683427526818145,True,0.47683427526818145,True,2.430988604195527,0.47683427526818145,-1.9541543289273458,-1.9541543289273458,-1.9541543289273458
bleach_hard_00_03_chaitanya_black10_2,340,blackout_exit,True,0.4270038396344734,True,0.4270038396344734,True,1.8170082481691794,0.4270038396344734,-1.3900044085347059,-1.3900044085347059,-1.3900044085347059
bleach_hard_00_03_chaitanya_black10_3,360,blackout_exit,True,0.42531726885273746,True,0.42531726885273746,True,1.9508511437368654,0.42531726885273746,-1.525533874884128,-1.525533874884128,-1.525533874884128
bleach_hard_00_03_chaitanya_black10_4,305,blackout_exit,True,0.3056698215382259,True,0.3056698215382259,True,0.5047715978217139,0.3056698215382259,-0.19910177628348796,-0.19910177628348796,-0.19910177628348796
bleach_hard_00_03_chaitanya_black10_5,82,blackout_exit,False,,False,,False,1.7752925951574734,4.429085506678953,,,2.6537929115214793
