episode,AUC_B1_percent,AUC_B5_percent,Delta_B5_minus_B1_percentage_points,Paired_95CI_low,Paired_95CI_high
cracker_box_reorient_black10,53.438905572238916,94.75995995995996,41.32105438772104,,
cracker_box_reorient_black10_2,53.825158491825164,94.25438772105439,40.42922922922922,,
cracker_box_reorient_black10_3,53.438905572238916,94.24024024024024,40.801334668001324,,
cracker_box_reorient_black10_4,46.85845845845845,93.78458458458458,46.92612612612613,,
cracker_box_reorient_black10_5,53.8296963630297,94.60647313980648,40.776776776776785,,
PAIRED_MEAN,,,42.0509042375709,40.64266933600267,44.50747013680345
