episode,AUC_B1_percent,AUC_B5_percent,Delta_B5_minus_B1_percentage_points,Paired_95CI_low,Paired_95CI_high
sugar_box1_black10,10.059342694403336,94.18453734881518,84.12519465441184,,
sugar_box1_black10_2,86.28843838325648,94.04007094194526,7.751632558688783,,
sugar_box1_black10_3,35.8187294240216,94.0551908027101,58.2364613786885,,
sugar_box1_black10_4,52.695197954293874,78.07620189097587,25.381003936681992,,
sugar_box1_black10_5,64.49486973191495,65.36862110180743,0.8737513698924886,,
PAIRED_MEAN,,,35.27360877967272,8.526354358768907,63.67273558012256
