episode,AUC_B1_percent,AUC_B5_percent,Delta_B5_minus_B1_percentage_points,Paired_95CI_low,Paired_95CI_high
sugar_box1_black10,10.059342694403336,10.872283529394885,0.812940834991549,,
sugar_box1_black10_2,86.28843838325648,86.41237709594932,0.12393871269284773,,
sugar_box1_black10_3,35.8187294240216,36.10942806091649,0.29069863689489495,,
sugar_box1_black10_4,52.695197954293874,53.20160292596896,0.5064049716750887,,
sugar_box1_black10_5,64.49486973191495,64.59833593240431,0.10346620048936472,,
PAIRED_MEAN,,,0.367489871348749,0.14910169265186396,0.6138332378685167
