sequence,sequence_index,frame_id,hypothesis,D_obj_cm,target_E_cm,target_e_norm,x1_norm,x2_inlier_error,x4_support_ratio,x5_geometry_inconsistency
bleach0_occ60,0,0,obs,27.88158256699214,0.362218671618044,0.012991323959023035,0.1268641739841184,0.38848920863309355,0.0984357150002454,0.3893465129049972
bleach0_occ60,0,0,prior,27.88158256699214,0.362218671618044,0.012991323959023035,0.1268641739841184,0.38848920863309355,0.0984357150002454,0.3893465129049972
bleach0_occ60,1,1,obs,27.88158256699214,0.34691613114405284,0.012442483503599706,0.13655444285634066,0.3908629441624365,0.09805418123596277,0.39506849315068493
bleach0_occ60,1,1,prior,27.88158256699214,0.34691613114405284,0.012442483503599706,0.13655444285634066,0.3908629441624365,0.09805418123596277,0.39506849315068493
bleach0_occ60,2,2,obs,27.88158256699214,0.3291000532215521,0.011803492589805864,0.19461992445665222,0.391792656587473,0.11674933568580959,0.4077510917030568
bleach0_occ60,2,2,prior,27.88158256699214,0.3656471819062394,0.01311429080568454,0.19598144879294752,0.3888412017167382,0.11102632922157074,0.4078452444922085
bleach0_occ60,3,3,obs,27.88158256699214,0.4427963768650337,0.01588132150680866,0.35527434480459547,0.37961664329125755,0.183899278199545,0.4387978142076503
bleach0_occ60,3,3,prior,27.88158256699214,0.33488309303321107,0.01201090692139066,0.34659199836134524,0.3842227378190255,0.17779473797102352,0.43870258383727323
bleach0_occ60,4,4,obs,27.88158256699214,0.45315559904734704,0.01625286505737373,0.3957330301153951,0.38167938931297707,0.20030523006369627,0.4454897620365246
bleach0_occ60,4,4,prior,27.88158256699214,0.5334211815825145,0.01913166802138448,0.40761098114501676,0.3844305622296973,0.20602823652793512,0.455288985823337
bleach0_occ60,5,5,obs,27.88158256699214,0.532566280989752,0.019101006182491068,0.4440929978113191,0.37769080234833663,0.22014498580639086,0.46273637374860954
bleach0_occ60,5,5,prior,27.88158256699214,0.4893954127998342,0.01755264112515655,0.4683256244522096,0.3850320039389463,0.22510492474206445,0.47116968698517303
bleach0_occ60,6,6,obs,27.88158256699214,0.47496537196228,0.01703509371539663,0.4010188475255584,0.38145823273780777,0.20984357417076094,0.45253863134657835
bleach0_occ60,6,6,prior,27.88158256699214,0.6209202776940999,0.022269907965309754,0.3854332405399732,0.37332695984703634,0.20183136512082656,0.4541484716157205
bleach0_occ60,7,7,obs,27.88158256699214,0.37486617871208006,0.013444939067263302,0.2904985906063803,0.3958614484930274,0.15185044199980757,0.4366041896361632
bleach0_occ60,7,7,prior,27.88158256699214,0.45916567083191206,0.016468422110856053,0.30970308230015825,0.4066877541798464,0.1556657796426335,0.43898398674765327
bleach0_occ60,8,8,obs,27.88158256699214,0.3594821912623765,0.012893177437063873,0.29281204093886504,0.39884135472370763,0.1438382329498733,0.4250411861614497
bleach0_occ60,8,8,prior,27.88158256699214,0.37929631637186295,0.013603830251045229,0.31596340599078737,0.41053101294065153,0.14498283424272107,0.43044906900328583
bleach0_occ60,9,9,obs,27.88158256699214,0.3978149744986576,0.014268019885270588,0.314325279852663,0.3908514492753623,0.15757344846404642,0.42638204707170224
bleach0_occ60,9,9,prior,27.88158256699214,0.3618503119381901,0.012978112381847717,0.3627294193946331,0.40009402914903625,0.18847768337093607,0.44469149527515284
bleach0_occ60,10,10,obs,27.88158256699214,0.3766604762654486,0.013509293289232492,0.3481295687483071,0.3914272256241168,0.19000381842806635,0.4401098901098901
bleach0_occ60,10,10,prior,27.88158256699214,0.44121067040786127,0.015824448606808726,0.2865640896406856,0.3903328773369813,0.16329645492828526,0.43045629466739965
bleach0_occ60,11,11,obs,27.88158256699214,0.4267657124709879,0.015306366180814221,0.38407478926011784,0.3896484375,0.21861885074926046,0.458128078817734
bleach0_occ60,11,11,prior,27.88158256699214,0.40158871960527004,0.014403368913524098,0.4041794727129737,0.3893762183235867,0.21709271569213007,0.44986149584487534
bleach0_occ60,12,12,obs,27.88158256699214,0.45329981635140965,0.016258037550854545,0.4581411412988621,0.4013292433537833,0.25371995706325856,0.49622030237580994
bleach0_occ60,12,12,prior,27.88158256699214,0.4661560223133977,0.016719137846402617,0.4660533263537908,0.40556962025316456,0.24647081554188932,0.4975530179445351
bleach0_occ60,13,13,obs,27.88158256699214,0.5132114587815483,0.01840682671252378,0.48962992225031815,0.38841309823677583,0.2426554778990635,0.4900552486187846
bleach0_occ60,13,13,prior,27.88158256699214,0.4776116603877923,0.017130005416307218,0.5528535424462688,0.4117951370926022,0.2624952336417581,0.5076335877862596
bleach0_occ60,14,14,obs,27.88158256699214,0.5920456034996987,0.021234289770932772,0.596823101211953,0.40996367410482615,0.2647844362274535,0.5002776235424764
bleach0_occ60,14,14,prior,27.88158256699214,0.6170768934653721,0.02213206126240137,0.5606849194779409,0.40616966580976865,0.257916828470367,0.50423968343697
bleach0_occ60,15,15,obs,27.88158256699214,0.5760138004166536,0.020659293604753007,0.625426896777546,0.4122807017543859,0.26058756482034506,0.510387422796182
bleach0_occ60,15,15,prior,27.88158256699214,0.6636373213376362,0.023801996165141972,0.6518239705969265,0.40942408376963346,0.2712705102202575,0.5170704845814977
bleach0_occ60,16,16,obs,27.88158256699214,0.6953121040841954,0.0249380429684557,0.7310642006247287,0.40904311251314407,0.2743227803345183,0.5331506849315069
bleach0_occ60,16,16,prior,27.88158256699214,0.5801089556664824,0.020806170319515847,0.719985110658355,0.4085397996837111,0.2762304491559312,0.5276107162383816
bleach0_occ60,17,17,obs,27.88158256699214,0.7121979056511446,0.025543668618519755,0.806848872213566,0.40494505494505495,0.30560854900569046,0.5523446019629226
bleach0_occ60,17,17,prior,27.88158256699214,0.8203912576762935,0.029424128121318373,0.7971081384101532,0.40130151843817785,0.2964517386629083,0.5467239527389903
bleach0_occ60,18,18,obs,27.88158256699214,0.8357319040892767,0.029974335283201082,0.9000446799244926,0.40199530516431925,0.3498664656624706,0.5674778761061947
bleach0_occ60,18,18,prior,27.88158256699214,0.7346918999262314,0.02635043753922358,0.8936241297433053,0.41080766995932594,0.3433803916696666,0.572136563876652
bleach0_occ60,19,19,obs,27.88158256699214,0.8759565339386985,0.03141703064501466,0.9343143364540709,0.3957721667645332,0.3502479994267532,0.5706432105552501
bleach0_occ60,19,19,prior,27.88158256699214,0.9737437344932937,0.03492426343281062,0.9554924518825304,0.3888235294117647,0.351392600719601,0.5682314410480349
bleach0_occ60,20,20,obs,27.88158256699214,1.1478852472347807,0.04117001768019133,0.9547917950142126,0.39600470035252644,0.35062953319103574,0.5763626551538046
bleach0_occ60,20,20,prior,27.88158256699214,0.9162115362703828,0.03286081534536164,0.9424715643573015,0.3903456495828367,0.3597863435338179,0.5733769776322968
bleach0_occ60,21,21,obs,27.88158256699214,1.1763327764466254,0.042190315905498044,0.9387195494996824,0.4008240141259565,0.3517741344838835,0.5688888888888889
bleach0_occ60,21,21,prior,27.88158256699214,1.421218370484374,0.05097337524043187,0.9364960461930847,0.3995459704880817,0.3277375073340806,0.5763274336283186
bleach0_occ60,22,22,obs,27.88158256699214,1.2059192716596172,0.04325146425107359,0.9297158682417288,0.3881464264962231,0.3433803916696666,0.5686813186813187
bleach0_occ60,22,22,prior,27.88158256699214,1.241031534594982,0.044510799615233756,0.9137450603119482,0.42117510180337403,0.34414345919823175,0.5867456896551724
bleach0_occ60,23,23,obs,27.88158256699214,1.2272589785909016,0.04401683353669469,0.9407185860750112,0.40140023337222874,0.34605112801964477,0.5748898678414097
bleach0_occ60,23,23,prior,27.88158256699214,1.2189416041900336,0.04371852283711788,0.9401158394570945,0.39584535487593764,0.33880198649827553,0.5734649122807017
bleach0_occ60,24,24,obs,27.88158256699214,1.2694649916607161,0.0455305931293722,0.9464455875010375,0.4122401847575058,0.33918352026255816,0.5754098360655737
bleach0_occ60,24,24,prior,27.88158256699214,1.2419239286425214,0.04454280619324615,0.9479534694905661,0.4125874125874126,0.3452880604910795,0.5849780701754386
bleach0_occ60,25,25,obs,27.88158256699214,1.2101251920781333,0.043402313666038125,0.9509230574563337,0.40419336051252186,0.344906526726797,0.5798458149779735
bleach0_occ60,25,25,prior,27.88158256699214,1.3063496028230912,0.046853495481623944,0.9452501418236513,0.413953488372093,0.34376192543394923,0.5884931506849316
bleach0_occ60,26,26,obs,27.88158256699214,1.2735442414810254,0.04567689938047929,0.9385292872227021,0.4121739130434783,0.3418542566125363,0.5827777777777778
bleach0_occ60,26,26,prior,27.88158256699214,1.166445002234737,0.04183568129363085,0.9417998743862094,0.40738569753810083,0.34910339813390545,0.5899398578458174
bleach0_occ60,27,27,obs,27.88158256699214,1.2640195001842847,0.04533528529620501,0.9610149748052628,0.41405342624854824,0.342998857905384,0.5915032679738562
bleach0_occ60,27,27,prior,27.88158256699214,1.3372585616730766,0.047962075268145,0.9510934383942588,0.4206257242178447,0.3414727228482537,0.5942982456140351
bleach0_occ60,28,28,obs,27.88158256699214,1.3474476036125613,0.048327515139249995,0.9297356426918645,0.4254237288135593,0.3246852372198198,0.5873626373626374
bleach0_occ60,28,28,prior,27.88158256699214,1.2580711431693143,0.04512194170278889,0.9451747851352967,0.4196326061997704,0.33536818261973234,0.5908596300326442
bleach0_occ60,29,29,obs,27.88158256699214,1.302106138521933,0.046701299518896136,0.931036908399706,0.4267734553775744,0.3330789800340368,0.5849268841394826
bleach0_occ60,29,29,prior,27.88158256699214,1.4308427814898268,0.05131856407547478,0.9276189214159989,0.43010146561443063,0.3231591021626895,0.5902547065337763
bleach0_occ60,30,30,obs,27.88158256699214,1.3412075347544439,0.04810370901765972,0.9159223876052563,0.4206662902315076,0.3243037034555373,0.5804311774461028
bleach0_occ60,30,30,prior,27.88158256699214,1.2509218477018167,0.044865525287030576,0.9010654691071677,0.4401129943502825,0.3246852372198198,0.5961432506887052
bleach0_occ60,31,31,obs,27.88158256699214,1.3212753508794222,0.04738882191155196,0.9296866875666638,0.42471910112359545,0.32086989957699397,0.5834719911259012
bleach0_occ60,31,31,prior,27.88158256699214,1.389537639918997,0.049837115112827686,0.9157335148842316,0.42490442381212457,0.301411677598582,0.5800334634690463
bleach0_occ60,32,32,obs,27.88158256699214,1.3372654964916744,0.047962323992139816,0.9405606042517658,0.43285302593659947,0.3380389189697104,0.595970900951315
bleach0_occ60,32,32,prior,27.88158256699214,1.3055302412750862,0.04682410828503866,0.9465210510783117,0.43187066974595845,0.33918352026255816,0.5947603121516165
bleach0_occ60,33,33,obs,27.88158256699214,1.3269885498792215,0.04759373133468359,0.9249219001953436,0.42388228636106395,0.32582983851266756,0.5850225225225225
bleach0_occ60,33,33,prior,27.88158256699214,1.3586081669092762,0.04872779956607186,0.9270360561371374,0.42824339839265213,0.33536818261973234,0.5885619100499722
bleach0_occ60,34,34,obs,27.88158256699214,1.360781239985365,0.048805738939522676,0.9432749414774048,0.4393499709808474,0.34261732414110146,0.6009961261759823
bleach0_occ60,34,34,prior,27.88158256699214,1.3139129244545917,0.04712476134730169,0.9196431908983371,0.4278466741826381,0.3231591021626895,0.5795895729339988
bleach0_occ60,35,35,obs,27.88158256699214,1.3434118606091086,0.04818276930232499,0.9435292302172565,0.4301136363636363,0.3285005748626457,0.5899834892680242
