episode,AUC_B1_percent,AUC_B5_percent,Delta_B5_minus_B1_percentage_points,Paired_95CI_low,Paired_95CI_high
cracker_box_yalehand0_black10,0.4040212028154755,74.32737937636205,73.92335817354657,,
cracker_box_yalehand0_black10_2,0.3918387113564204,77.45054775951536,77.05870904815895,,
cracker_box_yalehand0_black10_3,0.38889680939417176,66.20260049046787,65.8137036810737,,
cracker_box_yalehand0_black10_4,0.38836877570864,71.58171736167215,71.1933485859635,,
cracker_box_yalehand0_black10_5,0.3953840803878483,70.64517418699785,70.24979010661,,
PAIRED_MEAN,,,71.64778191907055,68.32285186467554,74.71256486328078
