episode,frame_id,relocalization_attempted,relocalization_generated,relocalization_used,relocalization_raw_error_cm,relocalization_failure_reason,relocalization_cache_hit,relocalization_wall_ms,observer_restart,motion_history_reset,error_b5_ours_cm,output_uncertain,output_quality_unverified
cracker_box_yalehand0_occ40,0,1,1,1,0.49981678039482635,,1,28497.137722559273,1,0,0.49981678039482635,False,1
cracker_box_yalehand0_occ40,1,1,1,1,0.4680673205500923,,1,2452.3550821468234,1,0,0.4680673205500923,False,1
cracker_box_yalehand0_occ40,2,1,1,1,0.44616641176932437,,1,2453.512344509363,1,0,0.44616641176932437,False,1
cracker_box_yalehand0_occ40,3,1,1,1,0.4709478584185337,,1,2445.5616269260645,1,0,0.4709478584185337,False,1
cracker_box_yalehand0_occ40,4,1,1,1,0.5116496251147717,,1,2461.8025086820126,1,0,0.5116496251147717,False,1
cracker_box_yalehand0_occ40,5,1,1,1,0.496729041033728,,1,2454.485522583127,1,0,0.496729041033728,False,1
cracker_box_yalehand0_occ40,6,1,1,1,0.4741967752860521,,1,2451.5630081295967,1,0,0.4741967752860521,False,1
cracker_box_yalehand0_occ40,7,1,1,1,0.45704239577289,,1,2452.4419577792287,1,0,0.45704239577289,False,1
cracker_box_yalehand0_occ40,8,1,1,1,0.4608360225693138,,1,2465.1846075430512,1,0,0.4608360225693138,False,1
cracker_box_yalehand0_occ40,9,1,1,1,0.46226341122076176,,1,2452.134270220995,1,0,0.46226341122076176,False,1
cracker_box_yalehand0_occ40,10,1,1,1,0.4356882781740293,,1,2455.487685278058,1,0,0.4356882781740293,False,1
cracker_box_yalehand0_occ40,11,1,1,1,0.48984676939754235,,1,2469.066238962114,1,0,0.48984676939754235,False,1
cracker_box_yalehand0_occ40,12,1,1,1,0.4306976042008243,,1,2448.9160757511854,1,0,0.4306976042008243,False,1
cracker_box_yalehand0_occ40,13,1,1,1,0.44770986421388437,,1,2453.505238518119,1,0,0.44770986421388437,False,1
cracker_box_yalehand0_occ40,14,1,1,1,0.4385484557283327,,1,2451.790865510702,1,0,0.4385484557283327,False,1
cracker_box_yalehand0_occ40,15,1,1,1,0.5108432083541942,,1,2452.3538798093796,1,0,0.5108432083541942,False,1
cracker_box_yalehand0_occ40,16,1,1,1,0.46129438059693656,,1,2455.6310549378395,1,0,0.46129438059693656,False,1
cracker_box_yalehand0_occ40,17,1,1,1,0.42562262282701147,,1,2467.7064288407564,1,0,0.42562262282701147,False,1
cracker_box_yalehand0_occ40,18,1,1,1,0.43516557066941636,,1,2456.0994431376457,1,0,0.43516557066941636,False,1
cracker_box_yalehand0_occ40,19,1,1,1,0.4757870880898592,,1,2468.205531127751,1,0,0.4757870880898592,False,1
cracker_box_yalehand0_occ40,20,1,1,1,0.4555872525333417,,1,2456.114001572132,1,0,0.4555872525333417,False,1
cracker_box_yalehand0_occ40,21,1,1,1,0.44616477437008195,,1,2454.2029974982142,1,0,0.44616477437008195,False,1
cracker_box_yalehand0_occ40,22,1,1,1,0.46987746495132804,,1,2459.6596332266927,1,0,0.46987746495132804,False,1
