Metric,Value
Shared error MAE_obs_cm,9.363881855022404
Shared error MedianAE_obs_cm,1.2529328870228218
Shared error Spearman_obs,0.19517333134043074
AUROC_obs_abs_risk,0.699328669055699
AUPRC_obs_abs_risk,0.7265996582675295
Brier_obs_abs_risk,0.21283246097905842
ECE_obs_abs_risk,0.161759918874383
Shared error MAE_prior_cm,9.359334551401647
Shared error MedianAE_prior_cm,1.2106970270891855
Shared error Spearman_prior,0.20475546217478188
AUROC_prior_abs_risk,0.6953263564042194
AUPRC_prior_abs_risk,0.7210962040275213
Brier_prior_abs_risk,0.21606057206860232
ECE_prior_abs_risk,0.1592211425772562
Pairwise_AUROC_prior_worse,0.6259049586014862
Pairwise_balanced_accuracy,0.5806063176529164
Pairwise_ordering_accuracy,0.5828625235404896
p_risk_threshold_shared,0.33999999999999997
prior_advantage_margin_cm,0.1
