episode,frame_id,relocalization_attempted,relocalization_generated,relocalization_used,relocalization_raw_error_cm,relocalization_failure_reason,relocalization_cache_hit,relocalization_wall_ms,observer_restart,motion_history_reset,error_b5_ours_cm,output_uncertain,output_quality_unverified
cracker_box_reorient_occ60,1579908951442253069,1,1,1,0.5907693429750762,,1,29291.126345284283,1,1,0.5907693429750762,False,1
cracker_box_reorient_occ60,1579908951507161706,1,1,1,0.5622621685779258,,1,2462.0551830157638,1,1,0.5622621685779258,False,1
cracker_box_reorient_occ60,1579908951563255287,1,1,1,0.47388920558053715,,1,2479.21640612185,1,1,0.47388920558053715,False,1
cracker_box_reorient_occ60,1579908951619188002,1,1,1,0.45674737120682274,,1,2470.667456276715,1,1,0.45674737120682274,False,1
cracker_box_reorient_occ60,1579908951681969212,1,1,1,0.456960195418794,,1,2458.820794709027,1,1,0.456960195418794,False,1
cracker_box_reorient_occ60,1579908951747916107,1,1,1,0.6538615524521751,,1,2441.1099078133702,1,1,0.6538615524521751,False,1
cracker_box_reorient_occ60,1579908951817803778,1,1,1,0.5391700906544702,,1,2460.4122284799814,1,1,0.5391700906544702,False,1
cracker_box_reorient_occ60,1579908951892649800,1,1,1,0.654864053241827,,1,2447.7675249800086,1,1,0.654864053241827,False,1
cracker_box_reorient_occ60,1579908951957428922,1,1,1,0.5889015970781311,,1,2445.8717135712504,1,1,0.5889015970781311,False,1
cracker_box_reorient_occ60,1579908952020066677,1,1,1,0.6535487828966944,,1,2439.1702115535736,1,1,0.6535487828966944,False,1
cracker_box_reorient_occ60,1579908952088336912,1,1,1,0.4515755640497898,,1,2430.1669830456376,1,1,0.4515755640497898,False,1
cracker_box_reorient_occ60,1579908952146674663,1,1,1,0.4984443926527172,,1,2434.7632210701704,1,1,0.4984443926527172,False,1
cracker_box_reorient_occ60,1579908952206375716,1,1,1,0.5080208473171153,,1,2438.268480822444,1,1,0.5080208473171153,False,1
cracker_box_reorient_occ60,1579908952262300457,1,1,1,0.5450045804089133,,1,2434.371759183705,1,1,0.5450045804089133,False,1
cracker_box_reorient_occ60,1579908952321839197,1,1,1,0.5150890787420654,,1,2436.180356889963,1,1,0.5150890787420654,False,1
cracker_box_reorient_occ60,1579908952376196899,1,1,1,0.542915135167195,,1,2440.318967215717,1,1,0.542915135167195,False,1
cracker_box_reorient_occ60,1579908952435509207,1,1,1,0.4367603086261861,,1,2438.486191444099,1,1,0.4367603086261861,False,1
cracker_box_reorient_occ60,1579908952494547647,1,1,1,0.5345909433661763,,1,2443.5005662962794,1,1,0.5345909433661763,False,1
cracker_box_reorient_occ60,1579908952550928820,1,1,1,0.4976449968935224,,1,2432.4226174503565,1,1,0.4976449968935224,False,1
cracker_box_reorient_occ60,1579908952613547052,1,1,1,0.5451427468706029,,1,2436.5054657682776,1,1,0.5451427468706029,False,1
cracker_box_reorient_occ60,1579908952671358685,1,1,1,0.4507411360281681,,1,2437.2760308906436,1,1,0.4507411360281681,False,1
cracker_box_reorient_occ60,1579908952727577548,1,1,1,0.5187827665295325,,1,2440.701379440725,1,1,0.5187827665295325,False,1
cracker_box_reorient_occ60,1579908952792415545,1,1,1,0.6266549531020152,,1,2437.233659438789,1,1,0.6266549531020152,False,1
cracker_box_reorient_occ60,1579908952855945196,1,1,1,0.5535112734573431,,1,2436.8294067680836,1,1,0.5535112734573431,False,1
cracker_box_reorient_occ60,1579908952913970444,1,1,1,0.4809340589335063,,1,2442.245659418404,1,1,0.4809340589335063,False,1
cracker_box_reorient_occ60,1579908952988391548,1,1,1,0.5687390091505725,,1,2439.9100029841065,1,1,0.5687390091505725,False,1
cracker_box_reorient_occ60,1579908953054620474,1,1,1,0.4845647229739663,,1,2457.4125427752733,1,1,0.4845647229739663,False,1
cracker_box_reorient_occ60,1579908953131367779,1,1,1,0.4976206970004896,,1,2440.93547295779,1,1,0.4976206970004896,False,1
cracker_box_reorient_occ60,1579908953196393671,1,1,1,0.49399296965372047,,1,2438.351644203067,1,1,0.49399296965372047,False,1
cracker_box_reorient_occ60,1579908953269128653,1,1,1,0.5334396912171454,,1,2434.1254821047187,1,1,0.5334396912171454,False,1
cracker_box_reorient_occ60,1579908953329843711,1,1,1,0.4847614908876319,,1,2439.000817015767,1,1,0.4847614908876319,False,1
cracker_box_reorient_occ60,1579908953398870876,1,1,1,0.4608491572470668,,1,2441.875670105219,1,1,0.4608491572470668,False,1
cracker_box_reorient_occ60,1579908953452809771,1,1,1,0.6540519190531394,,1,2455.4529190063477,1,1,0.6540519190531394,False,1
cracker_box_reorient_occ60,1579908953511193226,1,1,1,0.6891453972022709,,1,2434.3195846304297,1,1,0.6891453972022709,False,1
cracker_box_reorient_occ60,1579908953568225385,1,1,1,0.5468405598857643,,1,2434.353337623179,1,1,0.5468405598857643,False,1
cracker_box_reorient_occ60,1579908953624029299,1,1,1,0.44702596375012377,,1,2438.2223021239042,1,1,0.44702596375012377,False,1
cracker_box_reorient_occ60,1579908953678385841,1,1,1,0.43919271562922885,,1,2437.4962681904435,1,1,0.43919271562922885,False,1
cracker_box_reorient_occ60,1579908953734082308,1,1,1,0.46476584711597124,,1,2440.2680471539497,1,1,0.46476584711597124,False,1
cracker_box_reorient_occ60,1579908953787494089,1,1,1,0.6762069629852824,,1,2435.6340300291777,1,1,0.6762069629852824,False,1
cracker_box_reorient_occ60,1579908953841231374,1,1,1,0.6597276776946209,,1,2435.2975841611624,1,1,0.6597276776946209,False,1
cracker_box_reorient_occ60,1579908953900093452,1,1,1,0.6479389926810144,,1,2437.8699669614434,1,1,0.6479389926810144,False,1
cracker_box_reorient_occ60,1579908953948811807,1,1,1,0.5428982465667683,,1,2438.716192729771,1,1,0.5428982465667683,False,1
cracker_box_reorient_occ60,1579908954005701274,1,1,1,0.46935798191660316,,1,2439.057325012982,1,1,0.46935798191660316,False,1
cracker_box_reorient_occ60,1579908954060255816,1,1,1,0.42686662277632664,,1,2438.643311150372,1,1,0.42686662277632664,False,1
cracker_box_reorient_occ60,1579908954134528259,1,1,1,0.6423290994871121,,1,2442.3588924109936,1,1,0.6423290994871121,False,1
cracker_box_reorient_occ60,1579908954204603061,1,1,1,0.4651827967081719,,1,2441.9779647141695,1,1,0.4651827967081719,False,1
cracker_box_reorient_occ60,1579908954260042162,1,1,1,0.6664732332722454,,1,2442.9312273859978,1,1,0.6664732332722454,False,1
