variant,base_sequence,object_id,episode,frames,auc_percent,b1_auc_percent,failure_1cm_percent,failure_2cm_percent,both_candidates_bad_percent,ordinary_policy_ms,measured_cached_path_ms,runtime_scope,observer_ms,observer_restarts,relocalization_calls,relocalization_generated,relocalization_used,relocalization_total_ms,uncertain_percent,quality_diagnostic_ms,recovery_transition_ms,sam2_cache_hits
no_observer_reseed,cracker_box_reorient,003_cracker_box,cracker_box_reorient_clean,375,59.66046046046044,53.83076409743076,39.733333333333334,37.06666666666666,41.06666666666667,19.426598304968927,142.57530589401722,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,8,8,8,46193.51056497544,0.0,15.163846408327421,,0
no_observer_reseed,cracker_box_reorient,003_cracker_box,cracker_box_reorient_black10,375,59.6535201868535,53.43890557223891,40.266666666666666,37.06666666666666,41.86666666666667,18.236465045340257,157.2227115854621,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,9,9,9,21082.612125203013,2.666666666666667,14.048752143979073,31053.031506948173,1
no_observer_reseed,cracker_box_reorient,003_cracker_box,cracker_box_reorient_black10_2,375,60.23063063063063,53.825158491825164,38.4,36.53333333333333,40.0,17.898580211199285,170.2912917236487,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,12,12,12,54805.791332386434,2.666666666666667,13.892225958406925,2361.094946041703,1
no_observer_reseed,cracker_box_reorient,003_cracker_box,cracker_box_reorient_black10_3,375,59.9566232899566,53.43890557223891,38.666666666666664,36.8,40.53333333333333,17.910521876231577,166.78560532381138,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,12,12,12,28089.334288612008,2.666666666666667,13.811221554875374,27760.681657120585,1
no_observer_reseed,cracker_box_reorient,003_cracker_box,cracker_box_reorient_black10_4,375,93.51124457791124,46.85845845845846,9.333333333333334,1.866666666666667,17.866666666666667,16.50441388838084,375.49342476576567,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,46,46,46,107272.83000480384,2.666666666666667,13.182280845940113,27298.90656191856,1
no_observer_reseed,cracker_box_reorient,003_cracker_box,cracker_box_reorient_black10_5,375,74.69883216549883,53.829696363029704,23.733333333333334,21.333333333333336,29.86666666666667,18.02115209411515,295.5297425488631,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,31,31,31,101743.32495220006,2.666666666666667,14.009422898292542,2390.3936576098204,1
no_observer_reseed,cracker_box_reorient,003_cracker_box,cracker_box_reorient_occ40,375,94.37824491157824,54.00613947280614,4.266666666666667,0.8,13.066666666666665,17.73701063264778,539.224241780738,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,73,73,73,195632.5155571103,0.0,13.93370803197225,,0
no_observer_reseed,cracker_box_reorient,003_cracker_box,cracker_box_reorient_occ60,375,90.7047047047047,50.00960960960961,9.066666666666666,4.266666666666667,16.266666666666666,19.021038777716115,1066.7490495791037,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,157,157,157,393524.5288545266,0.0,13.89535520474116,,0
no_observer_reseed,cracker_box_reorient,003_cracker_box,cracker_box_reorient_drop60,375,94.57364030697363,13.054788121454788,6.933333333333333,0.0,14.933333333333335,18.82251189766583,925.206355256339,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,134,134,134,340201.52255520225,0.0,14.33760680258274,,0
no_observer_reseed,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_clean,1327,92.67613506498209,0.38980200999794057,8.138658628485306,2.260738507912585,15.146948003014318,19.120053730032865,1438.1971828409307,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,823,796,796,1886904.9168359488,2.0346646571213265,13.340849255316224,,0
no_observer_reseed,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_black10,1327,92.58870777333476,0.4040212028154755,10.173323285606632,2.260738507912585,22.07987942727958,19.030204036731654,1516.6977344799475,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,865,838,838,1989337.8516128287,2.7882441597588548,12.948055400708922,2340.7291285693645,1
no_observer_reseed,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_black10_2,1327,92.78181723547212,0.3918387113564204,7.309721175584024,2.260738507912585,20.949510173323286,18.517380872571216,1575.3531319790357,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,899,872,872,2067193.4187728912,2.7882441597588548,12.96513179666626,2346.5213803574443,1
no_observer_reseed,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_black10_3,1327,92.03698800533769,0.3888968093941718,14.318010550113037,3.6171816126601355,18.914845516201957,16.60563063529555,1340.4266989201071,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,767,740,740,1756915.5998816714,2.7882441597588548,11.934123255351745,2354.397456161678,1
no_observer_reseed,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_black10_4,1327,92.65516458432812,0.38836877570864003,8.289374529012811,2.3360964581763377,15.523737754333084,19.112711546711566,1416.83740058904,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,810,783,783,1856530.0086662173,2.7882441597588548,13.069068217129301,2346.725116483867,1
no_observer_reseed,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_black10_5,1327,92.15775685255716,0.3953840803878483,15.22230595327807,2.260738507912585,20.04521477015825,17.726895102375263,1346.897294286557,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,771,744,744,1764459.4180379063,2.8636021100226077,12.643842156429038,2366.905562579632,1
no_observer_reseed,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_occ40,1327,92.47072996131024,0.3927439119601892,7.611152976639035,2.3360964581763377,15.674453654860587,19.926462605539676,1385.8482838926252,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,794,767,767,1817386.1496876925,2.0346646571213265,13.339323782626632,,0
no_observer_reseed,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_occ60,1327,90.30315168220216,0.3888213760105244,13.489073097211756,5.5764883195177095,22.07987942727958,18.757513789623452,1418.9377811940187,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,814,787,787,1862174.2390152067,2.0346646571213265,12.8263772809885,,0
no_observer_reseed,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_drop60,1327,92.72429928044096,0.3890099594696429,5.0489826676714396,2.3360964581763377,6.857573474001508,18.703420002741616,1701.6129176446098,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,974,946,946,2237972.539594397,2.110022607385079,12.507257190025562,,0
no_observer_reseed,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_clean,1002,91.51237065408722,91.22146098194001,19.06187624750499,11.27744510978044,18.962075848303392,13.369934913893061,54.65834891747036,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,6,6,6,41352.265105582774,0.0,10.511992486219802,,0
no_observer_reseed,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_black10,1002,85.6050661439883,11.605417793042543,60.67864271457086,17.764471057884233,75.1497005988024,17.946713837983015,438.0567714798742,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,169,169,169,419030.0290742889,0.998003992015968,13.936024104354683,2318.7153916805983,1
no_observer_reseed,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_black10_2,1002,24.69600338861816,20.41117964271657,88.42315369261478,81.63672654690619,90.21956087824351,16.733703368470977,115.13436013301035,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,30,30,30,96292.39754751325,0.998003992015968,12.83159604325831,2348.906715400517,1
no_observer_reseed,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_black10_3,1002,85.10961060861261,28.15020609431787,59.2814371257485,27.245508982035926,65.76846307385229,18.15697262664476,211.02572570251908,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,71,71,71,190986.89550161362,0.998003992015968,14.186218186670137,2358.904912136495,1
no_observer_reseed,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_black10_4,1002,51.19735503967041,43.490796185406964,62.27544910179641,53.69261477045908,63.87225548902195,17.389289919191445,105.62038740901622,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,26,26,26,86037.14380506426,0.998003992015968,13.280755462879668,2364.669040776789,1
no_observer_reseed,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_black10_5,1002,56.61255067442692,53.79965794137451,56.786427145708586,47.1057884231537,57.884231536926144,14.635777566581964,75.7515004244884,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,97,13,13,59083.626507781446,9.3812375249501,11.131067803973506,2359.8261177539825,1
no_observer_reseed,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_occ40,1002,80.09581437725153,8.342524160887434,72.45508982035929,32.53493013972056,78.2435129740519,19.13463457576221,417.20036823793265,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,162,162,162,399549.94416050613,0.0,14.567844966564053,,0
no_observer_reseed,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_occ60,1002,10.091328853803903,8.083083083083084,97.70459081836327,94.71057884231537,98.60279441117764,21.059363102090217,209.45146377709602,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,71,71,71,189287.0194306597,0.0,16.016500646029108,,0
no_observer_reseed,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_drop60,1002,4.70710231189273,2.9485073896251546,96.30738522954093,95.50898203592814,96.9061876247505,14.405749616397836,165.52366487525717,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,54,54,54,151466.90124925226,0.0,11.16270870397875,,0
no_observer_reseed,sugar_box1,004_sugar_box,sugar_box1_clean,907,94.09271454475423,90.99049435322863,13.78169790518192,0.6615214994487321,12.679162072767364,13.128362433300953,197.66969445583544,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,60,60,60,167342.67375338823,0.0,10.446995357102832,,0
no_observer_reseed,sugar_box1,004_sugar_box,sugar_box1_black10,907,86.23253904400542,10.059342694403334,47.188533627342885,19.40463065049614,66.26240352811466,16.992906664572928,615.0428182871595,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,221,221,221,513732.90675505996,1.1025358324145533,13.00915469884741,29347.51313272864,1
no_observer_reseed,sugar_box1,004_sugar_box,sugar_box1_black10_2,907,86.93936494377509,86.28843838325648,62.51378169790518,21.05843439911797,63.61631753031973,14.817592933105466,199.15353223812883,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,59,59,59,137849.08106084913,1.2127894156560088,11.55057642608881,29454.88211233169,1
no_observer_reseed,sugar_box1,004_sugar_box,sugar_box1_black10_3,907,91.28351063301449,35.8187294240216,31.31201764057332,5.733186328555679,34.84013230429989,17.108798524872824,254.48434418036533,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,81,80,80,186835.67242044955,1.2127894156560088,13.230521028580055,28709.341088309884,1
no_observer_reseed,sugar_box1,004_sugar_box,sugar_box1_black10_4,907,78.07620189097587,52.695197954293874,40.242557883131205,30.209481808158767,40.132304299889746,13.220153449801728,18.411718252450722,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,106,0,0,4827.480481006205,12.899669239250274,10.291537503037262,27.654113247990608,1
no_observer_reseed,sugar_box1,004_sugar_box,sugar_box1_black10_5,907,65.36862110180743,64.49486973191495,33.73759647188533,33.18632855567806,33.62734288864388,12.474089399805287,26.10024547793768,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,292,0,0,12396.721160970628,33.40683572216097,9.882697059291331,38.34650944918394,1
no_observer_reseed,sugar_box1,004_sugar_box,sugar_box1_occ40,907,93.28220171660084,90.21778117698733,15.325248070562294,0.5512679162072767,14.553472987872107,13.001561801497953,196.9638910091173,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,60,60,60,166808.72714240104,0.0,10.269845192050592,,0
no_observer_reseed,sugar_box1,004_sugar_box,sugar_box1_occ60,907,13.299076364125979,13.158362331460456,87.98235942668137,87.87210584343991,87.87210584343991,23.38422444192146,62.37381503556864,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,4,4,4,35395.09878773242,0.0,18.09722520390478,,0
no_observer_reseed,sugar_box1,004_sugar_box,sugar_box1_drop60,907,21.241362641583148,20.515333415002655,82.80044101433297,77.28776185226019,81.69790518191841,14.185156986856406,144.50649121137542,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,40,40,40,118075.49460697919,0.0,11.087417531688724,,0
no_observer_reseed,tomato_soup_can_yalehand0,005_tomato_soup_can,tomato_soup_can_yalehand0_clean,1308,96.86483119204831,96.87937172646653,0.0,0.0,0.0,12.602921323964674,12.602921323964674,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,0,0,0,0.0,0.0,9.84820850842863,,0
no_observer_reseed,tomato_soup_can_yalehand0,005_tomato_soup_can,tomato_soup_can_yalehand0_black10,1308,7.681152100112342,7.082273404903374,92.20183486238533,92.20183486238533,92.20183486238533,16.347778218714193,40.338847583974356,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,1,1,1,2335.462565533817,0.8409785932721712,12.489947305268833,29036.293167620897,1
no_observer_reseed,tomato_soup_can_yalehand0,005_tomato_soup_can,tomato_soup_can_yalehand0_black10_2,1308,65.51494154705165,18.9933434964016,60.550458715596335,43.34862385321101,65.21406727828746,18.302779503004707,154.47522992046055,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,65,65,65,152459.73889622837,0.8409785932721712,14.292362021475984,25754.359213635325,1
no_observer_reseed,tomato_soup_can_yalehand0,005_tomato_soup_can,tomato_soup_can_yalehand0_black10_3,1308,25.301027327021206,24.75372926443263,74.15902140672783,73.85321100917432,74.2354740061162,14.468487889818265,38.50483906238884,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,1,1,1,2360.3845983743668,0.8409785932721712,11.23045224038491,29075.416524894536,1
no_observer_reseed,tomato_soup_can_yalehand0,005_tomato_soup_can,tomato_soup_can_yalehand0_black10_4,1308,72.90298708494427,36.84919629109232,48.318042813455655,36.54434250764526,51.681957186544345,15.7828984303853,125.81111987431844,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,49,49,49,114945.6235319376,0.764525993883792,12.331826403731371,29000.725111924112,1
no_observer_reseed,tomato_soup_can_yalehand0,005_tomato_soup_can,tomato_soup_can_yalehand0_black10_5,1308,74.91512919647477,45.079636211134684,39.296636085626915,31.727828746177373,40.97859327217125,16.425302948489367,79.04361936460258,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,23,23,23,54029.63068988174,0.8409785932721712,12.701335675666957,27878.99033073336,1
no_observer_reseed,tomato_soup_can_yalehand0,005_tomato_soup_can,tomato_soup_can_yalehand0_occ40,1308,96.83597971059746,96.84745907987498,0.0,0.0,0.0,12.597183108084838,12.597183108084838,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,0,0,0,0.0,0.0,9.757175039790502,,0
