episode,recovery_frame,recovery_trigger,raw_recovery_generated,raw_recovery_error_cm,accepted_recovery,accepted_recovery_error_cm,recovery_used,B1_error_cm,B5_operational_error_cm,raw_minus_B1_cm,accepted_minus_B1_cm,operational_minus_B1_cm
tomato_soup_can_yalehand0_black10,169,blackout_exit,True,0.3249533079178004,True,0.3249533079178004,True,10.91598672674298,0.3249533079178004,-10.59103341882518,-10.59103341882518,-10.59103341882518
tomato_soup_can_yalehand0_black10_2,420,blackout_exit,True,0.4257603617032357,True,0.4257603617032357,True,10.657053182637268,0.4257603617032357,-10.231292820934033,-10.231292820934033,-10.231292820934033
tomato_soup_can_yalehand0_black10_3,500,blackout_exit,True,0.4240651923160643,True,0.4240651923160643,True,13.164109030005115,0.4240651923160643,-12.74004383768905,-12.74004383768905,-12.74004383768905
tomato_soup_can_yalehand0_black10_4,669,blackout_exit,True,0.32001518459893297,True,0.32001518459893297,True,12.581453670887722,0.32001518459893297,-12.261438486288789,-12.261438486288789,-12.261438486288789
tomato_soup_can_yalehand0_black10_5,806,blackout_exit,True,0.3517318839036583,True,0.3517318839036583,True,11.233211165026527,0.3517318839036583,-10.881479281122868,-10.881479281122868,-10.881479281122868
