row_type,episode,recovery_index,recovery_frame,threshold_cm,window_requested_frames,blackout_event_count,trigger_count,sam2_requested_count,sam2_cache_hit_count,generated_count,accepted_count,used_count,rejected_count,not_generated_count,raw_good_count,accepted_good_count,raw_recovery_error_cm,accepted_recovery_error_cm,fallback_prior_error_cm,raw_minus_fallback_prior_cm,outcome,failure_reason,rejection_reasons,recovery_trigger,recovery_used,recovery_gate_diagnostics,recovery_gate_version,recovery_gate_status,recovery_acceptance_path,recovery_decision_category,recovery_inlier_fraction,recovery_conflict_fraction,recovery_occlusion_fraction,recovery_visible_support_pixels,recovery_inlier_pixels,recovery_visible_mask_explained,recovery_visible_cad_coverage,recovery_inlier_spatial_bins,recovery_global_inlier_fraction,B1_window_frames,B1_window_complete,B1_window_failure_percent,B1_window_auc_percent,B1_full_sequence_auc_percent,B1_latency_success,B1_latency_confirmed_frames,B1_latency_censored,B1_latency_followup_frames,B1_latency_required_good_frames,B2_window_frames,B2_window_complete,B2_window_failure_percent,B2_window_auc_percent,B2_full_sequence_auc_percent,B2_latency_success,B2_latency_confirmed_frames,B2_latency_censored,B2_latency_followup_frames,B2_latency_required_good_frames,B3_window_frames,B3_window_complete,B3_window_failure_percent,B3_window_auc_percent,B3_full_sequence_auc_percent,B3_latency_success,B3_latency_confirmed_frames,B3_latency_censored,B3_latency_followup_frames,B3_latency_required_good_frames,B4_window_frames,B4_window_complete,B4_window_failure_percent,B4_window_auc_percent,B4_full_sequence_auc_percent,B4_latency_success,B4_latency_confirmed_frames,B4_latency_censored,B4_latency_followup_frames,B4_latency_required_good_frames,B5_window_frames,B5_window_complete,B5_window_failure_percent,B5_window_auc_percent,B5_full_sequence_auc_percent,B5_latency_success,B5_latency_confirmed_frames,B5_latency_censored,B5_latency_followup_frames,B5_latency_required_good_frames,aggregation,raw_accuracy_percent,accepted_accuracy_percent,acceptance_percent,rejection_percent,B1_complete_window_count,B1_incomplete_window_count,B2_complete_window_count,B2_incomplete_window_count,B3_complete_window_count,B3_incomplete_window_count,B4_complete_window_count,B4_incomplete_window_count,B5_complete_window_count,B5_incomplete_window_count
event,cracker_box_reorient_black10,100.0,1.579908951442253e+18,1.0,60,1,1,1,0,1,1,1,0,0,1,1,0.4114020725128069,0.4114020725128069,0.90988468323552,-0.49848261072271305,accepted,,[],blackout_exit,True,"{""accepted_recovery"": true, ""recovery_pose_valid"": true, ""recovery_rejection_reasons"": [], ""recovery_gate_version"": ""ablation_no_geometric_admission_v1"", ""recovery_admission_rule"": ""SE3_safety_only_no_quality_gate""}",ablation_no_geometric_admission_v1,,,,,,,,,,,,,60.0,1.0,3.3333333333333335,95.14347681014348,53.438905572238916,1.0,6.0,0.0,60.0,5.0,60.0,1.0,3.3333333333333335,94.73473473473474,53.358558558558556,1.0,6.0,0.0,60.0,5.0,60.0,1.0,3.3333333333333335,95.14347681014348,53.73453453453454,1.0,6.0,0.0,60.0,5.0,60.0,1.0,3.3333333333333335,94.9366032699366,53.40767434100767,1.0,6.0,0.0,60.0,5.0,60.0,1.0,0.0,95.57724391057725,53.798465131798466,1.0,4.0,0.0,60.0,5.0,,,,,,,,,,,,,,,
event,cracker_box_reorient_black10_2,260.0,1.5799089609657413e+18,1.0,60,1,1,1,0,1,1,1,0,0,1,1,0.276436688511399,0.276436688511399,43.09315366847613,-42.81671697996473,accepted,,[],blackout_exit,True,"{""accepted_recovery"": true, ""recovery_pose_valid"": true, ""recovery_rejection_reasons"": [], ""recovery_gate_version"": ""ablation_no_geometric_admission_v1"", ""recovery_admission_rule"": ""SE3_safety_only_no_quality_gate""}",ablation_no_geometric_admission_v1,,,,,,,,,,,,,60.0,1.0,100.0,0.0,53.825158491825164,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,53.80460460460461,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,53.85438772105439,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,53.82702702702703,0.0,,1.0,60.0,5.0,60.0,1.0,98.33333333333333,2.9662996329662983,54.32218885552219,0.0,,1.0,60.0,5.0,,,,,,,,,,,,,,,
event,cracker_box_reorient_black10_3,160.0,1.579908955061542e+18,1.0,60,1,1,1,0,1,1,1,0,0,1,1,0.3933255919458329,0.3933255919458329,0.605331408920486,-0.2120058169746531,accepted,,[],blackout_exit,True,"{""accepted_recovery"": true, ""recovery_pose_valid"": true, ""recovery_rejection_reasons"": [], ""recovery_gate_version"": ""ablation_no_geometric_admission_v1"", ""recovery_admission_rule"": ""SE3_safety_only_no_quality_gate""}",ablation_no_geometric_admission_v1,,,,,,,,,,,,,60.0,1.0,28.333333333333332,81.65248581915249,53.438905572238916,1.0,6.0,0.0,60.0,5.0,60.0,1.0,30.0,81.13029696363029,53.36282949616283,1.0,6.0,0.0,60.0,5.0,60.0,1.0,28.333333333333332,81.65248581915249,53.74721388054722,1.0,6.0,0.0,60.0,5.0,60.0,1.0,28.333333333333332,81.4456122789456,53.405805805805805,1.0,6.0,0.0,60.0,5.0,60.0,1.0,26.666666666666668,82.03286619953285,53.80807474140808,1.0,6.0,0.0,60.0,5.0,,,,,,,,,,,,,,,
event,cracker_box_reorient_black10_4,190.0,1.579908956858691e+18,1.0,60,1,1,1,0,1,1,1,0,0,1,1,0.39897146136850753,0.39897146136850753,8.09018324642603,-7.691211785057522,accepted,,[],blackout_exit,True,"{""accepted_recovery"": true, ""recovery_pose_valid"": true, ""recovery_rejection_reasons"": [], ""recovery_gate_version"": ""ablation_no_geometric_admission_v1"", ""recovery_admission_rule"": ""SE3_safety_only_no_quality_gate""}",ablation_no_geometric_admission_v1,,,,,,,,,,,,,60.0,1.0,100.0,0.0,46.85845845845845,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,46.864330997664325,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,47.45145145145145,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,46.85845845845845,0.0,,1.0,60.0,5.0,60.0,1.0,98.33333333333333,3.6895228561895235,48.041775108441776,0.0,,1.0,60.0,5.0,,,,,,,,,,,,,,,
event,cracker_box_reorient_black10_5,310.0,1.5799089639396198e+18,1.0,60,1,1,1,0,1,1,1,0,0,1,1,0.3327729350860034,0.3327729350860034,43.315867990418006,-42.983095055332,accepted,,[],blackout_exit,True,"{""accepted_recovery"": true, ""recovery_pose_valid"": true, ""recovery_rejection_reasons"": [], ""recovery_gate_version"": ""ablation_no_geometric_admission_v1"", ""recovery_admission_rule"": ""SE3_safety_only_no_quality_gate""}",ablation_no_geometric_admission_v1,,,,,,,,,,,,,60.0,1.0,100.0,0.0,53.8296963630297,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,53.80967634300967,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,53.88455121788456,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,53.83156489823156,0.0,,1.0,60.0,5.0,60.0,1.0,98.33333333333333,2.899566232899565,54.30964297630965,0.0,,1.0,60.0,5.0,,,,,,,,,,,,,,,
summary,cracker_box_reorient,,,1.0,60,5,5,5,0,5,5,5,0,0,5,5,0.36258174988490993,0.36258174988490993,,,,,,,,,,,,,,,,,,,,,,,,66.33333333333333,35.35919252585919,52.278224891558224,,,,,,,,66.66666666666666,35.17300633967301,52.239999999999995,,,,,,,,66.33333333333333,35.35919252585919,52.53442776109442,,,,,,,,66.33333333333333,35.27644310977644,52.2661061061061,,,,,,,,64.33333333333333,37.433099766433095,52.85602936269604,,,,,,within_base_event_mean_not_independent_samples,100.0,100.0,100.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0
