variant,base_sequence,object_id,auc_percent,b1_auc_percent,failure_1cm_percent,failure_2cm_percent,both_candidates_bad_percent,ordinary_policy_ms,quality_diagnostic_ms,recovery_transition_ms,sam2_cache_hits
no_recovery_admission,cracker_box_reorient,003_cracker_box,48.35552589626664,48.03249175101027,52.474074074074075,50.81481481481481,52.41481481481482,12.343550641061272,11.470302927273291,75980.68647729233,0.0
no_recovery_admission,cracker_box_yalehand0,003_cracker_box,0.4558565096118474,0.3920985374556503,99.9581344720757,99.80741857154818,99.9581344720757,11.951687097519176,11.029006591205368,103921.52036149055,0.0
no_recovery_admission,sugar_box1,004_sugar_box,51.784615682692376,51.58206105161881,56.47433541590102,47.433541590101676,55.60455714810732,12.66300496925425,11.694472269776309,101324.47371585295,0.0
no_recovery_admission,sugar_box_yalehand0,004_sugar_box,30.08397064174399,29.783648141377128,80.86050121978265,75.92592592592592,80.73852295409182,12.471536057193111,11.461747754270194,106767.90257077664,0.0
no_recovery_admission,tomato_soup_can_yalehand0,005_tomato_soup_can,38.606930069723134,38.31855555861672,61.33197417601088,61.162079510703364,61.29799524294938,12.158849640963911,11.197904399458498,103827.42568179965,0.0
