Metric,Value,variant,base_sequence
Shared error MAE_obs_cm,14.469454208775892,no_recovery_admission,cracker_box_reorient
Shared error MedianAE_obs_cm,3.609884796727197,no_recovery_admission,cracker_box_reorient
Shared error Spearman_obs,0.7041230332462842,no_recovery_admission,cracker_box_reorient
AUROC_obs_abs_risk,0.858777603307708,no_recovery_admission,cracker_box_reorient
AUPRC_obs_abs_risk,0.9189761659035044,no_recovery_admission,cracker_box_reorient
Brier_obs_abs_risk,0.1521646484510969,no_recovery_admission,cracker_box_reorient
ECE_obs_abs_risk,0.1526484844436753,no_recovery_admission,cracker_box_reorient
Shared error MAE_prior_cm,14.458477168152475,no_recovery_admission,cracker_box_reorient
Shared error MedianAE_prior_cm,3.381520706605676,no_recovery_admission,cracker_box_reorient
Shared error Spearman_prior,0.7171177936940623,no_recovery_admission,cracker_box_reorient
AUROC_prior_abs_risk,0.8676767840504962,no_recovery_admission,cracker_box_reorient
AUPRC_prior_abs_risk,0.920236052703168,no_recovery_admission,cracker_box_reorient
Brier_prior_abs_risk,0.1604483637032173,no_recovery_admission,cracker_box_reorient
ECE_prior_abs_risk,0.1618957067659804,no_recovery_admission,cracker_box_reorient
Pairwise_AUROC_prior_worse,0.6711731596953978,no_recovery_admission,cracker_box_reorient
Pairwise_balanced_accuracy,0.6020916105654269,no_recovery_admission,cracker_box_reorient
Pairwise_ordering_accuracy,0.5987887963663892,no_recovery_admission,cracker_box_reorient
p_risk_threshold_shared,0.59,no_recovery_admission,cracker_box_reorient
prior_advantage_margin_cm,0.1,no_recovery_admission,cracker_box_reorient
Shared error MAE_obs_cm,19.56434999310914,no_recovery_admission,cracker_box_yalehand0
Shared error MedianAE_obs_cm,15.56624465254739,no_recovery_admission,cracker_box_yalehand0
Shared error Spearman_obs,0.8548015256023997,no_recovery_admission,cracker_box_yalehand0
AUROC_obs_abs_risk,,no_recovery_admission,cracker_box_yalehand0
AUPRC_obs_abs_risk,,no_recovery_admission,cracker_box_yalehand0
Brier_obs_abs_risk,2.545541054856275e-05,no_recovery_admission,cracker_box_yalehand0
ECE_obs_abs_risk,5.709025351086577e-05,no_recovery_admission,cracker_box_yalehand0
Shared error MAE_prior_cm,19.623011921302464,no_recovery_admission,cracker_box_yalehand0
Shared error MedianAE_prior_cm,15.643161198830228,no_recovery_admission,cracker_box_yalehand0
Shared error Spearman_prior,0.8554707743843755,no_recovery_admission,cracker_box_yalehand0
AUROC_prior_abs_risk,1.0,no_recovery_admission,cracker_box_yalehand0
AUPRC_prior_abs_risk,1.0,no_recovery_admission,cracker_box_yalehand0
Brier_prior_abs_risk,7.256999251644212e-05,no_recovery_admission,cracker_box_yalehand0
ECE_prior_abs_risk,0.000124788401511,no_recovery_admission,cracker_box_yalehand0
Pairwise_AUROC_prior_worse,0.6732893795497572,no_recovery_admission,cracker_box_yalehand0
Pairwise_balanced_accuracy,0.6463610912596021,no_recovery_admission,cracker_box_yalehand0
Pairwise_ordering_accuracy,0.6466659367130188,no_recovery_admission,cracker_box_yalehand0
p_risk_threshold_shared,0.59,no_recovery_admission,cracker_box_yalehand0
prior_advantage_margin_cm,0.1,no_recovery_admission,cracker_box_yalehand0
Shared error MAE_obs_cm,19.135907051828216,no_recovery_admission,sugar_box_yalehand0
Shared error MedianAE_obs_cm,14.378599206238132,no_recovery_admission,sugar_box_yalehand0
Shared error Spearman_obs,0.7350831256169812,no_recovery_admission,sugar_box_yalehand0
AUROC_obs_abs_risk,0.928778568246282,no_recovery_admission,sugar_box_yalehand0
AUPRC_obs_abs_risk,0.9846172349675432,no_recovery_admission,sugar_box_yalehand0
Brier_obs_abs_risk,0.1085141598171798,no_recovery_admission,sugar_box_yalehand0
ECE_obs_abs_risk,0.1119907317769162,no_recovery_admission,sugar_box_yalehand0
Shared error MAE_prior_cm,18.763952155527267,no_recovery_admission,sugar_box_yalehand0
Shared error MedianAE_prior_cm,14.189624990415542,no_recovery_admission,sugar_box_yalehand0
Shared error Spearman_prior,0.7536537513397679,no_recovery_admission,sugar_box_yalehand0
AUROC_prior_abs_risk,0.9326766753035616,no_recovery_admission,sugar_box_yalehand0
AUPRC_prior_abs_risk,0.984691352407551,no_recovery_admission,sugar_box_yalehand0
Brier_prior_abs_risk,0.1045645468927352,no_recovery_admission,sugar_box_yalehand0
ECE_prior_abs_risk,0.1055800422880932,no_recovery_admission,sugar_box_yalehand0
Pairwise_AUROC_prior_worse,0.612347059036375,no_recovery_admission,sugar_box_yalehand0
Pairwise_balanced_accuracy,0.6268381345725407,no_recovery_admission,sugar_box_yalehand0
Pairwise_ordering_accuracy,0.6263652527305055,no_recovery_admission,sugar_box_yalehand0
p_risk_threshold_shared,0.59,no_recovery_admission,sugar_box_yalehand0
prior_advantage_margin_cm,0.1,no_recovery_admission,sugar_box_yalehand0
Shared error MAE_obs_cm,14.462277750291165,no_recovery_admission,sugar_box1
Shared error MedianAE_obs_cm,7.595414576454715,no_recovery_admission,sugar_box1
Shared error Spearman_obs,0.8213253168704168,no_recovery_admission,sugar_box1
AUROC_obs_abs_risk,0.940404090490314,no_recovery_admission,sugar_box1
AUPRC_obs_abs_risk,0.9544060496969792,no_recovery_admission,sugar_box1
Brier_obs_abs_risk,0.1569843288423897,no_recovery_admission,sugar_box1
ECE_obs_abs_risk,0.1602842690555608,no_recovery_admission,sugar_box1
Shared error MAE_prior_cm,14.536837222809297,no_recovery_admission,sugar_box1
Shared error MedianAE_prior_cm,7.70359600120049,no_recovery_admission,sugar_box1
Shared error Spearman_prior,0.8163753090000528,no_recovery_admission,sugar_box1
AUROC_prior_abs_risk,0.9386275554086356,no_recovery_admission,sugar_box1
AUPRC_prior_abs_risk,0.951507921142074,no_recovery_admission,sugar_box1
Brier_prior_abs_risk,0.1565011351826734,no_recovery_admission,sugar_box1
ECE_prior_abs_risk,0.1598412175756981,no_recovery_admission,sugar_box1
