row_type,episode,recovery_index,recovery_frame,threshold_cm,window_requested_frames,blackout_event_count,trigger_count,sam2_requested_count,sam2_cache_hit_count,generated_count,accepted_count,used_count,rejected_count,not_generated_count,raw_good_count,accepted_good_count,raw_recovery_error_cm,accepted_recovery_error_cm,fallback_prior_error_cm,raw_minus_fallback_prior_cm,outcome,failure_reason,rejection_reasons,recovery_trigger,recovery_used,recovery_gate_diagnostics,recovery_gate_version,recovery_gate_status,recovery_acceptance_path,recovery_decision_category,recovery_inlier_fraction,recovery_conflict_fraction,recovery_occlusion_fraction,recovery_visible_support_pixels,recovery_inlier_pixels,recovery_visible_mask_explained,recovery_visible_cad_coverage,recovery_inlier_spatial_bins,recovery_global_inlier_fraction,B1_window_frames,B1_window_complete,B1_window_failure_percent,B1_window_auc_percent,B1_full_sequence_auc_percent,B1_latency_success,B1_latency_confirmed_frames,B1_latency_censored,B1_latency_followup_frames,B1_latency_required_good_frames,B2_window_frames,B2_window_complete,B2_window_failure_percent,B2_window_auc_percent,B2_full_sequence_auc_percent,B2_latency_success,B2_latency_confirmed_frames,B2_latency_censored,B2_latency_followup_frames,B2_latency_required_good_frames,B3_window_frames,B3_window_complete,B3_window_failure_percent,B3_window_auc_percent,B3_full_sequence_auc_percent,B3_latency_success,B3_latency_confirmed_frames,B3_latency_censored,B3_latency_followup_frames,B3_latency_required_good_frames,B4_window_frames,B4_window_complete,B4_window_failure_percent,B4_window_auc_percent,B4_full_sequence_auc_percent,B4_latency_success,B4_latency_confirmed_frames,B4_latency_censored,B4_latency_followup_frames,B4_latency_required_good_frames,B5_window_frames,B5_window_complete,B5_window_failure_percent,B5_window_auc_percent,B5_full_sequence_auc_percent,B5_latency_success,B5_latency_confirmed_frames,B5_latency_censored,B5_latency_followup_frames,B5_latency_required_good_frames,aggregation,raw_accuracy_percent,accepted_accuracy_percent,acceptance_percent,rejection_percent,B1_complete_window_count,B1_incomplete_window_count,B2_complete_window_count,B2_incomplete_window_count,B3_complete_window_count,B3_incomplete_window_count,B4_complete_window_count,B4_incomplete_window_count,B5_complete_window_count,B5_incomplete_window_count,variant,base_sequence,object_id
event,sugar_box_yalehand0_black10,100.0,100.0,1.0,60,1,1,1,0,1,1,1,0,0,0,0,2.339115913800489,2.339115913800489,3.043788128339424,-0.7046722145389346,accepted,,[],blackout_exit,True,"{""accepted_recovery"": true, ""recovery_pose_valid"": true, ""recovery_rejection_reasons"": [], ""recovery_gate_version"": ""ablation_no_geometric_admission_v1"", ""recovery_admission_rule"": ""SE3_safety_only_no_quality_gate""}",ablation_no_geometric_admission_v1,,,,,,,,,,,,,60.0,1.0,100.0,31.498164831498165,11.605417793042545,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,31.30296963630297,11.623649597701494,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,36.651651651651655,12.048875222527917,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,31.538204871538213,11.620103137069208,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,33.21321321321321,11.989734245223268,0.0,,1.0,60.0,5.0,,,,,,,,,,,,,,,,no_recovery_admission,sugar_box_yalehand0,004_sugar_box
event,sugar_box_yalehand0_black10_2,260.0,260.0,1.0,60,1,1,1,0,1,1,1,0,0,1,1,0.2988790153402283,0.2988790153402283,1.0669144261633003,-0.768035410823072,accepted,,[],blackout_exit,True,"{""accepted_recovery"": true, ""recovery_pose_valid"": true, ""recovery_rejection_reasons"": [], ""recovery_gate_version"": ""ablation_no_geometric_admission_v1"", ""recovery_admission_rule"": ""SE3_safety_only_no_quality_gate""}",ablation_no_geometric_admission_v1,,,,,,,,,,,,,60.0,1.0,100.0,0.0,20.41117964271657,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,20.398292504080924,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,70.51384718051385,33.70890850930771,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,20.41187894481308,0.0,,1.0,60.0,5.0,60.0,1.0,98.33333333333331,1.6174507841174504,20.930960901020786,0.0,,1.0,60.0,5.0,,,,,,,,,,,,,,,,no_recovery_admission,sugar_box_yalehand0,004_sugar_box
event,sugar_box_yalehand0_black10_3,340.0,340.0,1.0,60,1,1,1,0,1,1,1,0,0,1,1,0.2659705538188955,0.2659705538188955,1.1146176065144155,-0.8486470526955201,accepted,,[],blackout_exit,True,"{""accepted_recovery"": true, ""recovery_pose_valid"": true, ""recovery_rejection_reasons"": [], ""recovery_gate_version"": ""ablation_no_geometric_admission_v1"", ""recovery_admission_rule"": ""SE3_safety_only_no_quality_gate""}",ablation_no_geometric_admission_v1,,,,,,,,,,,,,60.0,1.0,100.0,0.0,28.15020609431787,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,28.131324937712165,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,40.01668335001668,31.458953963943987,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,28.147808487129844,0.0,,1.0,60.0,5.0,60.0,1.0,98.33333333333331,1.622455789122455,28.57273441105776,0.0,,1.0,60.0,5.0,,,,,,,,,,,,,,,,no_recovery_admission,sugar_box_yalehand0,004_sugar_box
event,sugar_box_yalehand0_black10_4,500.0,500.0,1.0,60,1,1,1,0,1,1,1,0,0,1,1,0.27165069917337,0.27165069917337,0.7597676440369879,-0.4881169448636179,accepted,,[],blackout_exit,True,"{""accepted_recovery"": true, ""recovery_pose_valid"": true, ""recovery_rejection_reasons"": [], ""recovery_gate_version"": ""ablation_no_geometric_admission_v1"", ""recovery_admission_rule"": ""SE3_safety_only_no_quality_gate""}",ablation_no_geometric_admission_v1,,,,,,,,,,,,,60.0,1.0,100.0,0.0,43.49079618540696,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,43.47301393209577,0.0,,1.0,60.0,5.0,60.0,1.0,86.66666666666667,61.87771104437771,47.519625413837,1.0,4.0,0.0,60.0,5.0,60.0,1.0,100.0,0.0,43.48729967492442,0.0,,1.0,60.0,5.0,60.0,1.0,98.33333333333331,1.6207874541207867,44.071466676257096,0.0,,1.0,60.0,5.0,,,,,,,,,,,,,,,,no_recovery_admission,sugar_box_yalehand0,004_sugar_box
event,sugar_box_yalehand0_black10_5,610.0,610.0,1.0,60,1,1,1,0,1,1,1,0,0,1,1,0.3391083444342265,0.3391083444342265,1.6639001498291923,-1.324791805394966,accepted,,[],blackout_exit,True,"{""accepted_recovery"": true, ""recovery_pose_valid"": true, ""recovery_rejection_reasons"": [], ""recovery_gate_version"": ""ablation_no_geometric_admission_v1"", ""recovery_admission_rule"": ""SE3_safety_only_no_quality_gate""}",ablation_no_geometric_admission_v1,,,,,,,,,,,,,60.0,1.0,100.0,0.0,53.79965794137451,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,53.75919832007656,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,45.9592926259593,56.965598332863806,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,53.80005754257251,0.0,,1.0,60.0,5.0,60.0,1.0,98.33333333333331,5.221054387721055,54.58757160353967,0.0,,1.0,60.0,5.0,,,,,,,,,,,,,,,,no_recovery_admission,sugar_box_yalehand0,004_sugar_box
event,sugar_box1_black10,100.0,100.0,1.0,60,1,1,1,0,1,1,1,0,0,1,1,0.2803808900091525,0.2803808900091525,0.7764744571246659,-0.4960935671155134,accepted,,[],blackout_exit,True,"{""accepted_recovery"": true, ""recovery_pose_valid"": true, ""recovery_rejection_reasons"": [], ""recovery_gate_version"": ""ablation_no_geometric_admission_v1"", ""recovery_admission_rule"": ""SE3_safety_only_no_quality_gate""}",ablation_no_geometric_admission_v1,,,,,,,,,,,,,60.0,1.0,100.0,0.0,10.059342694403336,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,10.069937633333444,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,10.59747730089516,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,10.061770701241484,0.0,,1.0,60.0,5.0,60.0,1.0,98.33333333333331,4.1541541541541545,10.872283529394885,0.0,,1.0,60.0,5.0,,,,,,,,,,,,,,,,no_recovery_admission,sugar_box1,004_sugar_box
event,sugar_box1_black10_2,260.0,260.0,1.0,60,1,1,1,0,1,1,1,0,0,1,1,0.3165900937337201,0.3165900937337201,3.5609030151596626,-3.2443129214259425,accepted,,[],blackout_exit,True,"{""accepted_recovery"": true, ""recovery_pose_valid"": true, ""recovery_rejection_reasons"": [], ""recovery_gate_version"": ""ablation_no_geometric_admission_v1"", ""recovery_admission_rule"": ""SE3_safety_only_no_quality_gate""}",ablation_no_geometric_admission_v1,,,,,,,,,,,,,60.0,1.0,100.0,78.86386386386386,86.28843838325648,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,78.77544210877544,86.26062666856494,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,78.43343343343344,82.7856522454097,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,78.82882882882882,86.29053529825305,0.0,,1.0,60.0,5.0,60.0,1.0,96.66666666666669,79.52619285952618,86.41237709594932,0.0,,1.0,60.0,5.0,,,,,,,,,,,,,,,,no_recovery_admission,sugar_box1,004_sugar_box
event,sugar_box1_black10_3,340.0,340.0,1.0,60,1,1,1,0,1,1,1,0,0,1,1,0.3093608754873987,0.3093608754873987,0.6276326834027118,-0.3182718079153131,accepted,,[],blackout_exit,True,"{""accepted_recovery"": true, ""recovery_pose_valid"": true, ""recovery_rejection_reasons"": [], ""recovery_gate_version"": ""ablation_no_geometric_admission_v1"", ""recovery_admission_rule"": ""SE3_safety_only_no_quality_gate""}",ablation_no_geometric_admission_v1,,,,,,,,,,,,,60.0,1.0,100.0,1.4864864864864862,35.8187294240216,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,1.394728061394728,35.80438211088708,0.0,,1.0,60.0,5.0,60.0,1.0,76.66666666666667,86.20954287620954,57.96231733387192,1.0,4.0,0.0,60.0,5.0,60.0,1.0,100.0,1.4764764764764762,35.8187294240216,0.0,,1.0,60.0,5.0,60.0,1.0,98.33333333333331,2.1171171171171164,36.10942806091649,0.0,,1.0,60.0,5.0,,,,,,,,,,,,,,,,no_recovery_admission,sugar_box1,004_sugar_box
event,sugar_box1_black10_4,500.0,500.0,1.0,60,1,1,1,0,1,1,1,0,0,1,1,0.3039555160314812,0.3039555160314812,0.4505456390368116,-0.1465901230053303,accepted,,[],blackout_exit,True,"{""accepted_recovery"": true, ""recovery_pose_valid"": true, ""recovery_rejection_reasons"": [], ""recovery_gate_version"": ""ablation_no_geometric_admission_v1"", ""recovery_admission_rule"": ""SE3_safety_only_no_quality_gate""}",ablation_no_geometric_admission_v1,,,,,,,,,,,,,60.0,1.0,100.0,1.0001668335001668,52.695197954293874,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.9918251584918252,52.690121212723206,0.0,,1.0,60.0,5.0,60.0,1.0,63.33333333333333,34.64297630964298,55.19576908772057,1.0,4.0,0.0,60.0,5.0,60.0,1.0,100.0,1.0001668335001668,52.69619122981857,0.0,,1.0,60.0,5.0,60.0,1.0,96.66666666666669,4.497831164497831,53.20160292596896,0.0,,1.0,60.0,5.0,,,,,,,,,,,,,,,,no_recovery_admission,sugar_box1,004_sugar_box
event,sugar_box1_black10_5,610.0,610.0,1.0,60,1,1,1,0,0,0,0,0,1,0,0,,,2.640141806334924,,not_generated,sam2_recovery_mask_failed,"[""raw_recovery_not_generated""]",blackout_exit,False,{},,,,,,,,,,,,,,60.0,1.0,100.0,4.20337003670337,64.49486973191495,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,3.814647981314647,64.46308491512461,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,10.44210877544211,65.03857771773978,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,4.10326993660327,64.48802716718924,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,3.78712045378712,64.59833593240431,0.0,,1.0,60.0,5.0,,,,,,,,,,,,,,,,no_recovery_admission,sugar_box1,004_sugar_box
event,tomato_soup_can_yalehand0_black10,100.0,169.0,1.0,60,1,1,1,0,1,1,1,0,0,1,1,0.3249533079178004,0.3249533079178004,0.3663819270256345,-0.0414286191078341,accepted,,[],blackout_exit,True,"{""accepted_recovery"": true, ""recovery_pose_valid"": true, ""recovery_rejection_reasons"": [], ""recovery_gate_version"": ""ablation_no_geometric_admission_v1"", ""recovery_admission_rule"": ""SE3_safety_only_no_quality_gate""}",ablation_no_geometric_admission_v1,,,,,,,,,,,,,60.0,1.0,100.0,0.0,7.082273404903375,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,7.0905385507832,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,7.448886195063566,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,7.103242386117003,0.0,,1.0,60.0,5.0,60.0,1.0,98.33333333333331,3.581081081081081,7.613002911168047,0.0,,1.0,60.0,5.0,,,,,,,,,,,,,,,,no_recovery_admission,tomato_soup_can_yalehand0,005_tomato_soup_can
event,tomato_soup_can_yalehand0_black10_2,260.0,420.0,1.0,60,1,1,1,0,1,1,1,0,0,1,1,0.4257603617032357,0.4257603617032357,0.8289204484743268,-0.403160086771091,accepted,,[],blackout_exit,True,"{""accepted_recovery"": true, ""recovery_pose_valid"": true, ""recovery_rejection_reasons"": [], ""recovery_gate_version"": ""ablation_no_geometric_admission_v1"", ""recovery_admission_rule"": ""SE3_safety_only_no_quality_gate""}",ablation_no_geometric_admission_v1,,,,,,,,,,,,,60.0,1.0,100.0,0.0,18.9933434964016,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,19.000537234482188,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,19.35352783976637,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,19.020434807896574,0.0,,1.0,60.0,5.0,60.0,1.0,98.33333333333331,3.347514180847514,19.50509377879408,0.0,,1.0,60.0,5.0,,,,,,,,,,,,,,,,no_recovery_admission,tomato_soup_can_yalehand0,005_tomato_soup_can
event,tomato_soup_can_yalehand0_black10_3,340.0,500.0,1.0,60,1,1,1,0,1,1,1,0,0,1,1,0.4240651923160643,0.4240651923160643,1.5999349264695713,-1.175869734153507,accepted,,[],blackout_exit,True,"{""accepted_recovery"": true, ""recovery_pose_valid"": true, ""recovery_rejection_reasons"": [], ""recovery_gate_version"": ""ablation_no_geometric_admission_v1"", ""recovery_admission_rule"": ""SE3_safety_only_no_quality_gate""}",ablation_no_geometric_admission_v1,,,,,,,,,,,,,60.0,1.0,100.0,0.0,24.75372926443263,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,24.758321012143643,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,25.15076238317828,0.0,,1.0,60.0,5.0,60.0,1.0,100.0,0.0,24.76551475022423,0.0,,1.0,60.0,5.0,60.0,1.0,98.33333333333331,2.6026026026026017,25.26502037205401,0.0,,1.0,60.0,5.0,,,,,,,,,,,,,,,,no_recovery_admission,tomato_soup_can_yalehand0,005_tomato_soup_can
