Metric,Value,variant,base_sequence,source_variant,source_run
AUROC_obs_abs_risk,0.8953730628015891,no_quality,sugar_box_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
AUPRC_obs_abs_risk,0.7493353892586138,no_quality,sugar_box_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Brier_obs_abs_risk,0.1514096597884047,no_quality,sugar_box_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
ECE_obs_abs_risk,0.1364851645560741,no_quality,sugar_box_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Shared error MAE_prior_cm,0.4568027272978862,no_quality,sugar_box_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Shared error MedianAE_prior_cm,0.1324520434632821,no_quality,sugar_box_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Shared error Spearman_prior,0.7650248503258762,no_quality,sugar_box_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
AUROC_prior_abs_risk,0.8936962538528168,no_quality,sugar_box_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
AUPRC_prior_abs_risk,0.7244974280373115,no_quality,sugar_box_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Brier_prior_abs_risk,0.1618437932756983,no_quality,sugar_box_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
ECE_prior_abs_risk,0.1425025293427554,no_quality,sugar_box_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Pairwise_AUROC_prior_worse,0.813389530466296,no_quality,sugar_box_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Pairwise_balanced_accuracy,0.787962438348081,no_quality,sugar_box_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Pairwise_ordering_accuracy,0.8138920347300869,no_quality,sugar_box_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
p_risk_threshold_shared,0.2499999999999999,no_quality,sugar_box_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
prior_advantage_margin_cm,0.1,no_quality,sugar_box_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Shared error MAE_obs_cm,8.302099660352436,no_quality,sugar_box1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Shared error MedianAE_obs_cm,0.1660144606672884,no_quality,sugar_box1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Shared error Spearman_obs,0.7402857244331897,no_quality,sugar_box1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
AUROC_obs_abs_risk,0.7743324780996172,no_quality,sugar_box1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
AUPRC_obs_abs_risk,0.7329305031677159,no_quality,sugar_box1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Brier_obs_abs_risk,0.1853919445842653,no_quality,sugar_box1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
ECE_obs_abs_risk,0.1663233258099049,no_quality,sugar_box1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Shared error MAE_prior_cm,7.385384753679189,no_quality,sugar_box1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Shared error MedianAE_prior_cm,0.1767577336554334,no_quality,sugar_box1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Shared error Spearman_prior,0.6929383504214055,no_quality,sugar_box1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
AUROC_prior_abs_risk,0.7902489153306147,no_quality,sugar_box1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
AUPRC_prior_abs_risk,0.7498907572447251,no_quality,sugar_box1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Brier_prior_abs_risk,0.1952972537032885,no_quality,sugar_box1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
ECE_prior_abs_risk,0.1748721205137428,no_quality,sugar_box1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Pairwise_AUROC_prior_worse,0.8176274512858056,no_quality,sugar_box1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Pairwise_balanced_accuracy,0.7726348276729111,no_quality,sugar_box1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Pairwise_ordering_accuracy,0.7810650887573964,no_quality,sugar_box1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
p_risk_threshold_shared,0.2499999999999999,no_quality,sugar_box1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
prior_advantage_margin_cm,0.1,no_quality,sugar_box1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Shared error MAE_obs_cm,7.383669920661735,no_quality,tomato_soup_can_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Shared error MedianAE_obs_cm,0.2477770041862264,no_quality,tomato_soup_can_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Shared error Spearman_obs,0.1827154659229006,no_quality,tomato_soup_can_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
AUROC_obs_abs_risk,0.5383475766133824,no_quality,tomato_soup_can_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
AUPRC_obs_abs_risk,0.3973434837917642,no_quality,tomato_soup_can_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Brier_obs_abs_risk,0.239211126959357,no_quality,tomato_soup_can_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
ECE_obs_abs_risk,0.2366164825724234,no_quality,tomato_soup_can_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Shared error MAE_prior_cm,7.378476087210885,no_quality,tomato_soup_can_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Shared error MedianAE_prior_cm,0.2359481668364525,no_quality,tomato_soup_can_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Shared error Spearman_prior,0.1791167493829803,no_quality,tomato_soup_can_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
AUROC_prior_abs_risk,0.5275768163854689,no_quality,tomato_soup_can_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
AUPRC_prior_abs_risk,0.3525670844966564,no_quality,tomato_soup_can_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Brier_prior_abs_risk,0.2428881846315958,no_quality,tomato_soup_can_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
ECE_prior_abs_risk,0.2402406069007219,no_quality,tomato_soup_can_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Pairwise_AUROC_prior_worse,0.5963820817633945,no_quality,tomato_soup_can_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Pairwise_balanced_accuracy,0.5431477641148466,no_quality,tomato_soup_can_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Pairwise_ordering_accuracy,0.5413450937155457,no_quality,tomato_soup_can_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
p_risk_threshold_shared,0.2499999999999999,no_quality,tomato_soup_can_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
prior_advantage_margin_cm,0.1,no_quality,tomato_soup_can_yalehand0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
Shared error MAE_obs_cm,2.4347213752861205,no_recovery_admission,cracker_box_reorient,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error MedianAE_obs_cm,0.1483283952217429,no_recovery_admission,cracker_box_reorient,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error Spearman_obs,0.8565344486967221,no_recovery_admission,cracker_box_reorient,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
AUROC_obs_abs_risk,0.9386084777160292,no_recovery_admission,cracker_box_reorient,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
AUPRC_obs_abs_risk,0.9157089820723228,no_recovery_admission,cracker_box_reorient,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Brier_obs_abs_risk,0.084509218150869,no_recovery_admission,cracker_box_reorient,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
ECE_obs_abs_risk,0.0264310358173747,no_recovery_admission,cracker_box_reorient,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error MAE_prior_cm,0.2381858143804467,no_recovery_admission,cracker_box_reorient,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error MedianAE_prior_cm,0.1305149408329453,no_recovery_admission,cracker_box_reorient,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error Spearman_prior,0.6431707769281552,no_recovery_admission,cracker_box_reorient,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
AUROC_prior_abs_risk,0.8490427899773366,no_recovery_admission,cracker_box_reorient,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
AUPRC_prior_abs_risk,0.4603213963491239,no_recovery_admission,cracker_box_reorient,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Brier_prior_abs_risk,0.1150132356684419,no_recovery_admission,cracker_box_reorient,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
ECE_prior_abs_risk,0.0711501853591244,no_recovery_admission,cracker_box_reorient,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Pairwise_AUROC_prior_worse,0.9514005273054283,no_recovery_admission,cracker_box_reorient,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Pairwise_balanced_accuracy,0.7932599942773054,no_recovery_admission,cracker_box_reorient,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Pairwise_ordering_accuracy,0.9299719887955182,no_recovery_admission,cracker_box_reorient,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
p_risk_threshold_shared,0.2499999999999999,no_recovery_admission,cracker_box_reorient,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
prior_advantage_margin_cm,0.1,no_recovery_admission,cracker_box_reorient,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error MAE_obs_cm,4.79141336803089,no_recovery_admission,cracker_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error MedianAE_obs_cm,0.8225322397684206,no_recovery_admission,cracker_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error Spearman_obs,0.5050092238353593,no_recovery_admission,cracker_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
AUROC_obs_abs_risk,0.6096666127739124,no_recovery_admission,cracker_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
AUPRC_obs_abs_risk,0.8743409621715008,no_recovery_admission,cracker_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Brier_obs_abs_risk,0.1741367990563576,no_recovery_admission,cracker_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
ECE_obs_abs_risk,0.0855039805205919,no_recovery_admission,cracker_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error MAE_prior_cm,0.7056099414325931,no_recovery_admission,cracker_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error MedianAE_prior_cm,0.514896063816544,no_recovery_admission,cracker_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error Spearman_prior,-0.073350985012123,no_recovery_admission,cracker_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
AUROC_prior_abs_risk,0.5743532274837726,no_recovery_admission,cracker_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
AUPRC_prior_abs_risk,0.4267832787295592,no_recovery_admission,cracker_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Brier_prior_abs_risk,0.342890864677295,no_recovery_admission,cracker_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
ECE_prior_abs_risk,0.3718161569935339,no_recovery_admission,cracker_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Pairwise_AUROC_prior_worse,0.9304959962305412,no_recovery_admission,cracker_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Pairwise_balanced_accuracy,0.8404232617255687,no_recovery_admission,cracker_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Pairwise_ordering_accuracy,0.9679608314722556,no_recovery_admission,cracker_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
p_risk_threshold_shared,0.2499999999999999,no_recovery_admission,cracker_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
prior_advantage_margin_cm,0.1,no_recovery_admission,cracker_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error MAE_obs_cm,0.4431443768980982,no_recovery_admission,sugar_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error MedianAE_obs_cm,0.1256470754467369,no_recovery_admission,sugar_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error Spearman_obs,0.7374320739815932,no_recovery_admission,sugar_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
AUROC_obs_abs_risk,0.8954244754277965,no_recovery_admission,sugar_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
AUPRC_obs_abs_risk,0.7500954209028943,no_recovery_admission,sugar_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Brier_obs_abs_risk,0.1522655454814651,no_recovery_admission,sugar_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
ECE_obs_abs_risk,0.1374568943761564,no_recovery_admission,sugar_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error MAE_prior_cm,0.4733470235659031,no_recovery_admission,sugar_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error MedianAE_prior_cm,0.1370487864533774,no_recovery_admission,sugar_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error Spearman_prior,0.7444336734275374,no_recovery_admission,sugar_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
AUROC_prior_abs_risk,0.8816996146208431,no_recovery_admission,sugar_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
AUPRC_prior_abs_risk,0.6879075104816964,no_recovery_admission,sugar_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Brier_prior_abs_risk,0.1704528385698281,no_recovery_admission,sugar_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
ECE_prior_abs_risk,0.1556433347525142,no_recovery_admission,sugar_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Pairwise_AUROC_prior_worse,0.8222775017067574,no_recovery_admission,sugar_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Pairwise_balanced_accuracy,0.7927931950615079,no_recovery_admission,sugar_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Pairwise_ordering_accuracy,0.8105147864184009,no_recovery_admission,sugar_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
p_risk_threshold_shared,0.2499999999999999,no_recovery_admission,sugar_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
prior_advantage_margin_cm,0.1,no_recovery_admission,sugar_box_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error MAE_obs_cm,8.302396477487257,no_recovery_admission,sugar_box1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error MedianAE_obs_cm,0.1659559628370366,no_recovery_admission,sugar_box1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error Spearman_obs,0.7402990788235438,no_recovery_admission,sugar_box1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
AUROC_obs_abs_risk,0.7753529843752772,no_recovery_admission,sugar_box1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
AUPRC_obs_abs_risk,0.7341042738022283,no_recovery_admission,sugar_box1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Brier_obs_abs_risk,0.1871142965277386,no_recovery_admission,sugar_box1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
ECE_obs_abs_risk,0.1683783598753487,no_recovery_admission,sugar_box1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error MAE_prior_cm,5.27351092045471,no_recovery_admission,sugar_box1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error MedianAE_prior_cm,0.1703255648269865,no_recovery_admission,sugar_box1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error Spearman_prior,0.6452665806758493,no_recovery_admission,sugar_box1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
AUROC_prior_abs_risk,0.7435475849685712,no_recovery_admission,sugar_box1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
AUPRC_prior_abs_risk,0.6119340620466965,no_recovery_admission,sugar_box1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Brier_prior_abs_risk,0.2210195255426358,no_recovery_admission,sugar_box1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
ECE_prior_abs_risk,0.2013307770466897,no_recovery_admission,sugar_box1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Pairwise_AUROC_prior_worse,0.8770493811032366,no_recovery_admission,sugar_box1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Pairwise_balanced_accuracy,0.8076316992716941,no_recovery_admission,sugar_box1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Pairwise_ordering_accuracy,0.8164155432196669,no_recovery_admission,sugar_box1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
p_risk_threshold_shared,0.2499999999999999,no_recovery_admission,sugar_box1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
prior_advantage_margin_cm,0.1,no_recovery_admission,sugar_box1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error MAE_obs_cm,6.240320328693563,no_recovery_admission,tomato_soup_can_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error MedianAE_obs_cm,0.238234314748225,no_recovery_admission,tomato_soup_can_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
Shared error Spearman_obs,0.1076460636965138,no_recovery_admission,tomato_soup_can_yalehand0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
