variant,base_sequence,object_id,episode,frames,auc_percent,b1_auc_percent,failure_1cm_percent,failure_2cm_percent,both_candidates_bad_percent,ordinary_policy_ms,measured_cached_path_ms,runtime_scope,observer_ms,observer_restarts,relocalization_calls,relocalization_generated,relocalization_used,relocalization_total_ms,uncertain_percent,quality_diagnostic_ms,recovery_transition_ms,sam2_cache_hits,source_variant,source_run
no_quality,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_occ40,1327,68.59338615178855,0.3927439119601892,43.40617935192162,35.34287867370007,51.46948003014317,50.75059499721224,1487.6538398847567,cached_masks_excludes_sam2_preprocessing_not_online_fps,56.27703562676457,754,781,754,754,1894879.87693958,38.05576488319517,21.48382645731998,,0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_occ60,1327,67.00868162812398,0.3888213760105244,47.9276563677468,36.77467972871138,55.84024114544084,50.18560736604063,1508.8626238080226,cached_masks_excludes_sam2_preprocessing_not_online_fps,55.99162415703078,766,793,766,766,1923668.61949116,37.90504898266767,21.075739992674396,,0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_drop60,1327,83.48932957071614,0.3890099594696429,30.44461190655614,21.47701582516956,37.98040693293142,50.73475383390955,1845.8709175570025,cached_masks_excludes_sam2_preprocessing_not_online_fps,55.83333367370939,946,974,946,946,2371285.85590329,24.79276563677468,21.2304081814118,,0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_clean,1002,93.52845859831888,91.22146098194,17.664670658682635,0.8982035928143712,16.46706586826347,66.12849355888767,101.19924693927912,cached_masks_excludes_sam2_preprocessing_not_online_fps,62.63297640378336,3,3,3,3,35237.434942275286,0.3992015968063871,21.45237214082551,,0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_black10,1002,93.12156467845092,11.605417793042545,15.568862275449105,2.694610778443114,15.169660678642716,62.8345934309835,103.78605273539226,cached_masks_excludes_sam2_preprocessing_not_online_fps,58.68038681043896,5,4,4,4,38700.48105716705,1.3972055888223551,21.011777909959623,2462.3028934001923,1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_black10_2,1002,93.4749120377863,20.41117964271657,17.664670658682635,1.2974051896207583,16.766467065868262,62.32078007155496,101.57232362118934,cached_masks_excludes_sam2_preprocessing_not_online_fps,57.64057322548416,4,3,3,3,36986.17715295404,1.2974051896207583,21.339624700045395,2454.8025643453,1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_black10_3,1002,93.47970725216234,28.15020609431787,18.163672654690615,0.499001996007984,17.26546906187625,60.908491087737744,97.22110173458644,cached_masks_excludes_sam2_preprocessing_not_online_fps,56.73407291725813,4,3,3,3,34014.62311204523,1.2974051896207583,20.605999839765406,2468.295932747424,1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_black10_4,1002,93.5041828255401,43.49079618540696,17.664670658682635,1.097804391217565,16.46706586826347,60.23706284207936,96.30343142502798,cached_masks_excludes_sam2_preprocessing_not_online_fps,55.95241479776398,4,3,3,3,33754.36063669622,1.2974051896207583,20.99489508207865,2476.728418841958,1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_black10_5,1002,93.49928771086456,53.79965794137451,18.263473053892216,0.0998003992015967,16.86626746506986,60.81574279273709,97.45059153083676,cached_masks_excludes_sam2_preprocessing_not_online_fps,56.897045755405685,4,3,3,3,34303.86993288994,1.2974051896207583,20.68254100103043,2495.748478919268,1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_occ40,1002,89.65797134459808,8.342524160887434,21.15768463073852,6.686626746506986,20.459081836327343,64.46485354170593,298.9701036598065,cached_masks_excludes_sam2_preprocessing_not_online_fps,59.35947120490813,86,86,86,86,236110.9864097089,0.3992015968063871,20.765166959266164,,0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_occ60,1002,74.40104775434116,8.083083083083084,42.81437125748503,33.63273453093812,42.21556886227545,64.71001221230222,392.8225331627457,cached_masks_excludes_sam2_preprocessing_not_online_fps,58.39860876427291,125,125,125,125,330857.5613740832,2.395209580838324,20.603935725934907,,0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_drop60,1002,91.37785490080898,2.9485073896251546,25.349301397205583,3.6926147704590817,30.239520958083837,49.48448986314911,811.3060283582442,cached_masks_excludes_sam2_preprocessing_not_online_fps,60.95784523723249,294,294,294,294,748328.6563726142,4.790419161676647,21.13821060617943,,0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,sugar_box1,004_sugar_box,sugar_box1_clean,907,94.02782054380732,90.99049435322864,14.553472987872109,0.6615214994487321,12.238147739801542,17.44377080556136,191.029748963572,cached_masks_excludes_sam2_preprocessing_not_online_fps,16.485401842016174,53,53,53,53,155749.02498628944,0.1102535832414553,12.147795469546333,,0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,sugar_box1,004_sugar_box,sugar_box1_black10,907,94.10319911973716,10.059342694403334,13.009922822491731,0.4410143329658214,11.466372657111355,60.68084209250064,232.53219834577123,cached_masks_excludes_sam2_preprocessing_not_online_fps,56.01896968482282,53,52,52,52,129115.73882959785,1.323042998897464,19.57516893518569,27377.321996726096,1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,sugar_box1,004_sugar_box,sugar_box1_black10_2,907,93.98378532887904,86.28843838325648,14.44321940463065,0.7717750826901874,12.679162072767364,52.91782605602621,229.36892094523895,cached_masks_excludes_sam2_preprocessing_not_online_fps,49.04733794867631,53,53,53,53,130971.95513825864,1.323042998897464,18.32720445204103,29318.57059709728,1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,sugar_box1,004_sugar_box,sugar_box1_black10_3,907,94.02439926144446,35.8187294240216,14.773980154355016,0.6615214994487321,13.230429988974644,47.87021744253872,224.27533649199756,cached_masks_excludes_sam2_preprocessing_not_online_fps,44.00623208291771,54,53,53,53,131347.2708053887,1.2127894156560088,17.58629291563766,28597.379085607827,1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,sugar_box1,004_sugar_box,sugar_box1_black10_4,907,53.03776764636741,52.695197954293874,44.76295479603087,44.76295479603087,44.65270121278942,2.996732091996819,8.302962586135822,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,106,0,0,4880.173399113119,45.75523704520397,11.571064323408669,28.34589406847953,1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,sugar_box1,004_sugar_box,sugar_box1_black10_5,907,67.35704833830522,64.49486973191495,33.51708930540242,32.96582138919515,33.51708930540242,2.702336931291737,16.971566097229687,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,292,0,0,13082.665816880764,33.84785005512679,10.998547224013716,46.75008915364742,1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,sugar_box1,004_sugar_box,sugar_box1_occ40,907,93.25792164821934,90.21778117698732,15.87651598676957,0.4410143329658214,13.671444321940465,3.6331349504534254,192.86164992448877,cached_masks_excludes_sam2_preprocessing_not_online_fps,16.986561864162688,52,52,52,52,156905.30665405095,0.1102535832414553,11.840760403917535,,0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,sugar_box1,004_sugar_box,sugar_box1_occ60,907,19.12138158003649,13.158362331460456,85.22601984564498,80.81587651598677,86.6593164277839,61.91674144697095,144.1996640483659,cached_masks_excludes_sam2_preprocessing_not_online_fps,56.5686399269081,20,20,20,20,74924.0772491321,5.512679162072767,19.333727972000805,,0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,sugar_box1,004_sugar_box,sugar_box1_drop60,907,91.82142451161197,20.51533341500265,25.57883131201764,1.323042998897464,33.84785005512679,70.62567524176309,746.3336045748032,cached_masks_excludes_sam2_preprocessing_not_online_fps,61.43147525169128,240,240,240,240,617926.3569153845,13.230429988974644,20.94645692136184,,0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,tomato_soup_can_yalehand0,005_tomato_soup_can,tomato_soup_can_yalehand0_clean,1308,96.87937172646652,96.87937172646652,0.0,0.0,0.0,2.880105371401853,2.880105371401853,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,0,0,0,0.0,0.0,11.099515257072875,,0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,tomato_soup_can_yalehand0,005_tomato_soup_can,tomato_soup_can_yalehand0_black10,1308,90.7550516877734,7.082273404903374,6.269113149847094,6.269113149847094,6.269113149847094,54.63815255056365,78.58167545491152,cached_masks_excludes_sam2_preprocessing_not_online_fps,50.20336190734161,1,1,1,1,2350.159236229956,0.8409785932721712,19.369904695232528,29071.58235926181,1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,tomato_soup_can_yalehand0,005_tomato_soup_can,tomato_soup_can_yalehand0_black10_2,1308,86.54441903677377,18.9933434964016,10.703363914373089,10.703363914373089,10.703363914373089,46.75799918219812,72.58840113812744,cached_masks_excludes_sam2_preprocessing_not_online_fps,42.29137184744877,1,1,1,1,2375.444320961833,0.8409785932721712,18.475249493693997,31498.3454765752,1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,tomato_soup_can_yalehand0,005_tomato_soup_can,tomato_soup_can_yalehand0_black10_3,1308,78.10662344301485,24.75372926443263,19.34250764525994,19.113149847094803,19.41896024464832,39.54228139261375,63.93532036726764,cached_masks_excludes_sam2_preprocessing_not_online_fps,35.832340458823815,1,1,1,1,2396.8147626146674,0.8409785932721712,17.717823700193282,29581.92804735154,1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,tomato_soup_can_yalehand0,005_tomato_soup_can,tomato_soup_can_yalehand0_black10_4,1308,96.8724841049,36.84919629109232,0.0,0.0,0.0,41.10837748948294,62.89573525796311,cached_masks_excludes_sam2_preprocessing_not_online_fps,37.28923251259992,1,0,0,0,0.0,0.764525993883792,17.052085764723223,28536.453497596085,1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,tomato_soup_can_yalehand0,005_tomato_soup_can,tomato_soup_can_yalehand0_black10_5,1308,94.1551260740863,45.07963621113469,2.8287461773700304,2.8287461773700304,2.8287461773700304,35.881822489510085,60.35376041529512,cached_masks_excludes_sam2_preprocessing_not_online_fps,31.92683901931145,1,1,1,1,2398.5091783106327,3.5932721712538225,15.945628429236123,29677.29022726417,1,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,tomato_soup_can_yalehand0,005_tomato_soup_can,tomato_soup_can_yalehand0_occ40,1308,96.84745907987498,96.84745907987498,0.0,0.0,0.0,2.84012095057135,2.84012095057135,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,0,0,0,0.0,0.0,10.939847821062177,,0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,tomato_soup_can_yalehand0,005_tomato_soup_can,tomato_soup_can_yalehand0_occ60,1308,17.53542533359047,17.53542533359047,90.97859327217124,90.06116207951071,90.90214067278288,4.477518145706995,4.477518145706995,cached_masks_excludes_sam2_preprocessing_not_online_fps,0.0,0,0,0,0,0.0,0.0,16.8075781452273,,0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_quality,tomato_soup_can_yalehand0,005_tomato_soup_can,tomato_soup_can_yalehand0_drop60,1308,5.204860824126879,0.8465652196539047,97.0183486238532,95.87155963302752,97.32415902140671,60.77885279360299,95.9782574784341,cached_masks_excludes_sam2_preprocessing_not_online_fps,55.69567975291943,8,8,8,8,46199.9890608713,1.452599388379205,20.81234035700195,,0,simple,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/03_full_simple
no_recovery_admission,cracker_box_reorient,003_cracker_box,cracker_box_reorient_clean,375,94.09129129129128,53.83076409743076,9.866666666666667,0.8,15.2,38.58957696389243,372.6313501596451,cached_masks_excludes_sam2_preprocessing_not_online_fps,57.230986615022026,34,34,34,34,110572.20107596368,0.0,16.6841232975324,,0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,cracker_box_reorient,003_cracker_box,cracker_box_reorient_black10,375,94.75995995995996,53.43890557223891,4.266666666666667,0.0,12.0,98.39878150854598,462.1745230431358,cached_masks_excludes_sam2_preprocessing_not_online_fps,71.82899068295956,45,44,44,44,108814.11450263111,2.666666666666667,19.268216647207737,28836.61363553256,1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,cracker_box_reorient,003_cracker_box,cracker_box_reorient_black10_2,375,94.2543877210544,53.82515849182517,5.6000000000000005,1.6,12.533333333333331,80.02255801513883,489.18301231662434,cached_masks_excludes_sam2_preprocessing_not_online_fps,58.96857740481695,51,50,50,50,151387.357105501,2.666666666666667,16.123568137486775,2470.445726066828,1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,cracker_box_reorient,003_cracker_box,cracker_box_reorient_black10_3,375,94.24184184184185,53.43890557223891,9.6,0.5333333333333333,13.866666666666664,87.16111837791792,355.3438572188218,cached_masks_excludes_sam2_preprocessing_not_online_fps,63.67818829665581,30,29,29,29,71706.74737636,2.666666666666667,18.122920987506703,29375.11500064284,1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,cracker_box_reorient,003_cracker_box,cracker_box_reorient_black10_4,375,93.815015015015,46.85845845845846,5.866666666666666,1.866666666666667,18.933333333333334,82.55877893708356,593.1039263755083,cached_masks_excludes_sam2_preprocessing_not_online_fps,60.16609082122644,67,66,66,66,162823.73944018036,2.666666666666667,16.879619546234608,29361.38440761715,1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,cracker_box_reorient,003_cracker_box,cracker_box_reorient_black10_5,375,94.60647313980648,53.8296963630297,8.533333333333333,0.0,12.533333333333331,73.18096220984329,317.2232551326354,cached_masks_excludes_sam2_preprocessing_not_online_fps,53.4276508440574,26,25,25,25,89118.4422345832,2.666666666666667,15.619294933974745,2478.297410532832,1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,cracker_box_reorient,003_cracker_box,cracker_box_reorient_occ40,375,94.71725058391723,54.00613947280614,3.733333333333334,0.0,10.133333333333333,31.578568817705523,685.5060461312532,cached_masks_excludes_sam2_preprocessing_not_online_fps,59.67209861675898,81,81,81,81,227503.62437032163,0.0,15.748556998868784,,0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,cracker_box_reorient,003_cracker_box,cracker_box_reorient_occ60,375,93.5478144811478,50.00960960960961,7.199999999999999,0.8,13.6,45.82188465547833,1182.987601627906,cached_masks_excludes_sam2_preprocessing_not_online_fps,72.07464184612036,155,155,155,155,408555.9484064579,0.0,17.88786619901657,,0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,cracker_box_reorient,003_cracker_box,cracker_box_reorient_drop60,375,95.1414080747414,13.054788121454788,1.0666666666666669,0.0,5.333333333333334,72.72679553608651,1227.8409328833222,cached_masks_excludes_sam2_preprocessing_not_online_fps,81.7109919761618,159,159,159,159,420201.56008563936,0.0,21.67491816729307,,0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_clean,1327,92.64301980956088,0.3898020099979405,8.967596081386587,2.260738507912585,14.619442351168049,75.94734567314616,1557.170483579869,cached_masks_excludes_sam2_preprocessing_not_online_fps,59.41497659508613,782,809,782,782,1954596.6894021255,2.0346646571213265,21.507415012333656,,0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_black10,1327,92.48732530571266,0.4040212028154755,10.474755086661643,2.260738507912585,18.5380557648832,72.073772700555,1585.4042303378567,cached_masks_excludes_sam2_preprocessing_not_online_fps,56.73998848134378,794,820,793,793,1992982.27816727,2.7882441597588548,21.654487249933425,2471.073903143406,1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_black10_2,1327,92.5340185701904,0.3918387113564204,10.550113036925396,2.260738507912585,19.819140919366998,72.13385110759798,1635.9306243855362,cached_masks_excludes_sam2_preprocessing_not_online_fps,56.89052310326581,820,846,819,819,2059742.7303018048,2.7882441597588548,21.61884560027267,2473.9456260576844,1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_black10_3,1327,92.06942436030604,0.3888968093941718,14.544084400904294,3.617181612660136,19.21627731725697,71.91729294337172,1490.1015993303142,cached_masks_excludes_sam2_preprocessing_not_online_fps,55.7820556815868,744,770,743,743,1867772.4622981625,2.7882441597588548,21.60667703776833,2500.5256151780486,1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_black10_4,1327,92.56336215642924,0.38836877570864,10.173323285606632,2.3360964581763377,15.900527505651846,71.92822939991443,1548.4226493644946,cached_masks_excludes_sam2_preprocessing_not_online_fps,57.77980387842489,772,798,771,771,1942632.946683094,2.7882441597588548,21.25893401356797,2479.5564403757453,1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_black10_5,1327,92.40442401708415,0.3953840803878483,13.33835719668425,2.260738507912585,18.5380557648832,74.1390091535591,1557.1571698141397,cached_masks_excludes_sam2_preprocessing_not_online_fps,58.04673293584392,775,801,774,774,1953479.6957913784,2.7882441597588548,21.31140584893912,2510.3729274123907,1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_occ40,1327,92.41611619154952,0.3927439119601892,9.118311981914092,2.3360964581763377,15.900527505651846,71.06853929781542,1510.108800420359,cached_masks_excludes_sam2_preprocessing_not_online_fps,56.89262386731461,754,781,754,754,1896179.915527813,2.0346646571213265,20.908994321552047,,0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_occ60,1327,90.3693821930446,0.3888213760105244,13.63978899773926,5.5764883195177095,20.497362471740768,70.88717197901691,1531.1531387873067,cached_masks_excludes_sam2_preprocessing_not_online_fps,57.36180056257071,766,793,766,766,1923520.1320219785,2.0346646571213265,21.05978999592886,,0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,cracker_box_yalehand0,003_cracker_box,cracker_box_yalehand0_drop60,1327,92.72429928044096,0.3890099594696429,5.04898266767144,2.3360964581763377,6.40542577241899,70.63056626713309,1864.7114884819955,cached_masks_excludes_sam2_preprocessing_not_online_fps,56.26286569064779,946,974,946,946,2367990.6202331185,2.110022607385079,21.131321213039,,0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_clean,1002,93.48819877761994,91.22146098194,17.465069860279442,0.7984031936127743,16.766467065868262,83.9782302306072,115.1336078585949,cached_masks_excludes_sam2_preprocessing_not_online_fps,59.18382717753777,3,3,3,3,31303.392758592967,0.0,21.292562595570452,,0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_black10,1002,93.0573287858717,11.605417793042545,15.768463073852296,3.1936127744510974,15.169660678642716,79.6453103949965,116.581677480558,cached_masks_excludes_sam2_preprocessing_not_online_fps,54.93342267542691,5,4,4,4,34670.860109850764,0.998003992015968,20.51481320253181,2430.13115040958,1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_black10_2,1002,93.4492376608145,20.41117964271657,17.465069860279442,1.596806387225549,16.86626746506986,83.68682685515326,119.21329441630913,cached_masks_excludes_sam2_preprocessing_not_online_fps,58.04636691066766,4,3,3,3,33245.6922121346,0.998003992015968,20.774560199749327,2458.056159317493,1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_black10_3,1002,93.46981712251171,28.15020609431787,17.964071856287426,0.3992015968063871,17.16566866267465,82.83404475227297,117.96913535599997,cached_masks_excludes_sam2_preprocessing_not_online_fps,57.75118272978359,4,3,3,3,32851.16932634264,0.998003992015968,20.581843944902197,2454.491733573377,1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_black10_4,1002,93.47491203778628,43.49079618540696,17.664670658682635,1.1976047904191618,16.966067864271455,84.33429272994698,121.58313407720682,cached_masks_excludes_sam2_preprocessing_not_online_fps,58.69581601944958,4,3,3,3,34985.927909612656,0.998003992015968,20.89550350969304,2454.084077849984,1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_black10_5,1002,93.47820874766984,53.79965794137451,18.063872255489024,0.1996007984031935,17.465069860279442,84.59665097169324,121.93975791134342,cached_masks_excludes_sam2_preprocessing_not_online_fps,60.39933826283602,4,3,3,3,35031.489497981966,0.998003992015968,20.07053055504928,2490.158263593912,1,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_occ40,1002,89.63749178320036,8.342524160887434,21.057884231536928,6.58682634730539,20.459081836327343,83.10831403542782,316.8741652636069,cached_masks_excludes_sam2_preprocessing_not_online_fps,57.3152161989651,86,86,86,86,235335.61838883907,0.0,20.46628770122896,,0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_occ60,1002,74.06153658648668,8.083083083083084,42.91417165668663,33.63273453093812,42.315369261477045,85.75087026857528,418.15846813601,cached_masks_excludes_sam2_preprocessing_not_online_fps,58.92376385781609,125,125,125,125,334952.4837797508,0.0,20.32972543320048,,0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,sugar_box_yalehand0,004_sugar_box,sugar_box_yalehand0_drop60,1002,91.40233047418675,2.9485073896251546,23.15369261477046,4.291417165668663,28.542914171656687,71.26382723071282,827.0236986416007,cached_masks_excludes_sam2_preprocessing_not_online_fps,57.04040255698705,295,295,295,295,746555.5943539366,0.0,21.158555818130512,,0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
no_recovery_admission,sugar_box1,004_sugar_box,sugar_box1_clean,907,94.02329562197258,90.99049435322864,14.553472987872109,0.6615214994487321,12.348401323042998,32.72018365374389,207.97878396394432,cached_masks_excludes_sam2_preprocessing_not_online_fps,19.274591400504704,53,53,53,53,156908.83645787835,0.0,12.547232477608432,,0,no_recovery_admission,/root/autodl-tmp/se3TrackNet-B5-reproduction/all_runs/run_20260917T094822Z_236992_24438/05_ablations/controls
