variant,auc_percent,b1_auc_percent,failure_1cm_percent,failure_2cm_percent,both_candidates_bad_percent,ordinary_policy_ms,measured_cached_path_ms,observer_ms,observer_restarts,relocalization_calls,relocalization_generated,relocalization_used,relocalization_total_ms,uncertain_percent,quality_diagnostic_ms,recovery_transition_ms,sam2_cache_hits,aggregation
full,86.32847447929495,33.62177100801572,18.196220546420754,10.0798790629822,20.41274176479957,63.777066004618504,549.4226303185267,47.62116158015769,196.37777777777777,210.26666666666665,195.99999999999997,195.99999999999997,503095.0365100057,2.0979278895575355,18.420054313491015,13702.434984259307,0.5555555555555556,sequence_macro_n5
no_quality,79.42633824927725,33.62177100801572,29.216397552251898,19.648735048273814,32.33123269072136,45.858090851650445,530.6420363702349,47.928397459643705,196.37777777777777,210.26666666666665,195.99999999999997,195.99999999999997,502448.205820616,15.461420727085883,18.436491395332517,13779.190306477249,0.5555555555555556,sequence_macro_n5
no_recovery_admission,87.11751332829961,33.62177100801572,17.338743393720613,9.271180456118454,19.738867104681606,64.66365571953122,555.0446137573412,48.707994841244115,197.11111111111114,210.86666666666665,196.6,196.6,504066.3622641315,2.0870074022006753,18.43734604681159,14048.074110932648,0.5555555555555556,sequence_macro_n5
no_rollout,78.4056038938123,33.62177100801572,31.342686837135368,22.614334564275392,34.42068712962468,77.7940989901957,630.471902754222,53.52220739161485,247.4666666666667,263.8,247.0888888888889,247.0888888888889,635003.673129301,2.493836385822549,19.176479581583393,8275.728071257472,0.5555555555555556,sequence_macro_n5
full,84.25682398679474,34.404568433115884,19.38823113266403,12.525508008369187,21.21975847032652,61.11504950612658,468.54585983758153,44.31301003256166,163.88888888888889,175.44444444444446,163.55555555555554,163.55555555555554,420234.15044467495,1.8247258406863256,18.02045288649098,16075.399542134255,0.5555555555555556,object_macro_n3
no_quality,78.46455634311265,34.404568433115884,28.553306715448333,20.537780962473054,31.15466581968313,43.56517256833189,450.4337505785231,44.62993909597059,163.88888888888889,175.44444444444446,163.55555555555554,163.55555555555554,419738.7070090131,13.038838260225889,18.108557156544567,16428.178575666,0.5555555555555556,object_macro_n3
no_recovery_admission,85.57149498106685,34.404568433115884,17.950198722312766,11.17767699692961,19.940391292637326,62.46488456028533,473.8056417736313,45.666020928604745,164.5,175.87037037037035,163.9814814814815,163.9814814814815,420879.04471062403,1.8099622790453582,18.166596635658152,16569.794566836208,0.5555555555555556,object_macro_n3
no_rollout,81.14240559146477,34.404568433115884,27.115621067416864,19.62679426397737,29.590010822993957,80.89968092678026,819.3327266666497,54.126086016721764,351.7037037037037,365.2962962962963,351.3703703703704,351.3703703703704,895743.2072458236,2.1546495875738367,19.448842698732367,7312.1817282401025,0.5555555555555556,object_macro_n3
