model,population,n,mae_cm,risk_auroc,observation_mae_cm,prior_mae_cm
frozen_q0,q0_policy_same_candidates,45540,8.730598282660756,0.6590495247525672,3.5742220626363768,13.886974502685137
frozen_q1,q0_policy_same_candidates,45540,6.310068086309206,0.8901809571656306,0.8854871508551622,11.73464902176325
frozen_q0,q1_policy_different_candidates,45540,3.754654979217124,0.7430146866499268,3.939088972001411,3.5702209864328385
frozen_q1,q1_policy_different_candidates,45540,1.4764634574363287,0.822113324031214,1.4777061981365303,1.475220716736127
